post,sentiment,url,published_date,published_time,price_btc,confidence,sentiment_label,sentiment_score
"IMF Adds Bitcoin to Reserves, Tracks It as Digital Gold and Capital Asset",Neutral,https://cryptopanic.com/news/20863359/IMF-Adds-Bitcoin-to-Reserves-Tracks-It-as-Digital-Gold-and-Capital-Asset?mtm_campaign=API-OFA,3/23/2025,17:35:15,86082.5,0.999997139,Bullish,0.64750737
Michael Saylor hints at new Bitcoin purchase after $711M capital raise,Neutral,https://cryptopanic.com/news/20863577/Michael-Saylor-hints-at-new-Bitcoin-purchase-after-711M-capital-raise?mtm_campaign=API-OFA,3/23/2025,20:05:18,86082.5,0.999835491,Neutral,0.830280364
"IMF Adds Bitcoin to Reserves, Tracks It as Digital Gold and Capital Asset",Neutral,https://cryptopanic.com/news/20863359/IMF-Adds-Bitcoin-to-Reserves-Tracks-It-as-Digital-Gold-and-Capital-Asset?mtm_campaign=API-OFA,3/23/2025,17:35:15,86082.5,0.999997139,Bullish,0.64750737
Bitcoin needs weekly close above $85K to avoid correction to $76K: Analysts,Neutral,https://cryptopanic.com/news/20862667/Bitcoin-needs-weekly-close-above-85K-to-avoid-correction-to-76K-Analysts?mtm_campaign=API-OFA,3/23/2025,12:20:53,86082.5,0.99856168,Neutral,0.939934194
"IMF Adds Bitcoin to Reserves, Tracks It as Digital Gold and Capital Asset",Neutral,https://cryptopanic.com/news/20863359/IMF-Adds-Bitcoin-to-Reserves-Tracks-It-as-Digital-Gold-and-Capital-Asset?mtm_campaign=API-OFA,3/23/2025,17:35:15,103988,0.999997139,Bullish,0.64750737
Michael Saylor hints at new Bitcoin purchase after $711M capital raise,Neutral,https://cryptopanic.com/news/20863577/Michael-Saylor-hints-at-new-Bitcoin-purchase-after-711M-capital-raise?mtm_campaign=API-OFA,3/23/2025,20:05:18,103945,0.999835491,Neutral,0.830280364
"IMF Adds Bitcoin to Reserves, Tracks It as Digital Gold and Capital Asset",Neutral,https://cryptopanic.com/news/20863359/IMF-Adds-Bitcoin-to-Reserves-Tracks-It-as-Digital-Gold-and-Capital-Asset?mtm_campaign=API-OFA,3/23/2025,17:35:15,103945,0.999997139,Bullish,0.64750737
XRP ETF Incoming? Analyst Says Ripple’s Legal Win Changes Everything,Neutral,https://cryptopanic.com/news/20875440/XRP-ETF-Incoming-Analyst-Says-Ripples-Legal-Win-Changes-Everything?mtm_campaign=API-OFA,3/26/2025,7:53:52,86909.17,0.909048736,Bullish,0.514521837
XRP ETF Incoming? Analyst Says Ripple’s Legal Win Changes Everything,Neutral,https://cryptopanic.com/news/20875440/XRP-ETF-Incoming-Analyst-Says-Ripples-Legal-Win-Changes-Everything?mtm_campaign=API-OFA,3/26/2025,7:53:52,86909.17,0.909048736,Bullish,0.514521837
"Standard Chartered Replaced Tesla with Bitcoin in its ""Magnificent 7"" Index, Achieving Better Performance",Positive,https://cryptopanic.com/news/20877829/Standard-Chartered-Replaced-Tesla-with-Bitcoin-in-its-Magnificent-7-Index-Achieving-Better-Performance?mtm_campaign=API-OFA,3/26/2025,15:30:16,86909.17,0.999999762,Bullish,0.712767363
XRP ETF Incoming? Analyst Says Ripple’s Legal Win Changes Everything,Neutral,https://cryptopanic.com/news/20875440/XRP-ETF-Incoming-Analyst-Says-Ripples-Legal-Win-Changes-Everything?mtm_campaign=API-OFA,3/26/2025,7:53:52,86909.17,0.909048736,Bullish,0.514521837
XRP ETF Incoming? Analyst Says Ripple’s Legal Win Changes Everything,Neutral,https://cryptopanic.com/news/20875440/XRP-ETF-Incoming-Analyst-Says-Ripples-Legal-Win-Changes-Everything?mtm_campaign=API-OFA,3/26/2025,7:53:52,103945,0.909048736,Bullish,0.514521837
US States Push Bitcoin Bills to Boost Reserves and Crypto Mining,Positive,https://cryptopanic.com/news/20880852/US-States-Push-Bitcoin-Bills-to-Boost-Reserves-and-Crypto-Mining?mtm_campaign=API-OFA,3/27/2025,7:56:39,87232.01,0.99671495,Neutral,0.551256597
US States Push Bitcoin Bills to Boost Reserves and Crypto Mining,Positive,https://cryptopanic.com/news/20880852/US-States-Push-Bitcoin-Bills-to-Boost-Reserves-and-Crypto-Mining?mtm_campaign=API-OFA,3/27/2025,7:56:39,87232.01,0.99671495,Neutral,0.551256597
US States Push Bitcoin Bills to Boost Reserves and Crypto Mining,Positive,https://cryptopanic.com/news/20880852/US-States-Push-Bitcoin-Bills-to-Boost-Reserves-and-Crypto-Mining?mtm_campaign=API-OFA,3/27/2025,7:56:39,87232.01,0.99671495,Neutral,0.551256597
US States Push Bitcoin Bills to Boost Reserves and Crypto Mining,Positive,https://cryptopanic.com/news/20880852/US-States-Push-Bitcoin-Bills-to-Boost-Reserves-and-Crypto-Mining?mtm_campaign=API-OFA,3/27/2025,7:56:39,87232.01,0.99671495,Neutral,0.551256597
US States Push Bitcoin Bills to Boost Reserves and Crypto Mining,Positive,https://cryptopanic.com/news/20880852/US-States-Push-Bitcoin-Bills-to-Boost-Reserves-and-Crypto-Mining?mtm_campaign=API-OFA,3/27/2025,7:56:39,104017,0.99671495,Neutral,0.551256597
US States Push Bitcoin Bills to Boost Reserves and Crypto Mining,Positive,https://cryptopanic.com/news/20880852/US-States-Push-Bitcoin-Bills-to-Boost-Reserves-and-Crypto-Mining?mtm_campaign=API-OFA,3/27/2025,7:56:39,104021,0.99671495,Neutral,0.551256597
US States Push Bitcoin Bills to Boost Reserves and Crypto Mining,Positive,https://cryptopanic.com/news/20880852/US-States-Push-Bitcoin-Bills-to-Boost-Reserves-and-Crypto-Mining?mtm_campaign=API-OFA,3/27/2025,7:56:39,103945,0.99671495,Neutral,0.551256597
Ethereum Crashes 74% Against Bitcoin; Is Reversal Imminent?,Neutral,https://cryptopanic.com/news/20889271/Ethereum-Crashes-74-Against-Bitcoin-Is-Reversal-Imminent?mtm_campaign=API-OFA,3/28/2025,14:54:00,84424.38,0.887521684,Neutral,0.673391402
Permissionless Bitcoin Debuts on Solana With Zeus Network’s $zBTC,Neutral,https://cryptopanic.com/news/20887887/Permissionless-Bitcoin-Debuts-on-Solana-With-Zeus-Networks-zBTC?mtm_campaign=API-OFA,3/28/2025,11:16:00,84424.38,0.999997139,Neutral,0.633974195
Ethereum Crashes 74% Against Bitcoin; Is Reversal Imminent?,Neutral,https://cryptopanic.com/news/20889271/Ethereum-Crashes-74-Against-Bitcoin-Is-Reversal-Imminent?mtm_campaign=API-OFA,3/28/2025,14:54:00,84424.38,0.887521684,Neutral,0.673391402
Permissionless Bitcoin Debuts on Solana With Zeus Network’s $zBTC,Neutral,https://cryptopanic.com/news/20887887/Permissionless-Bitcoin-Debuts-on-Solana-With-Zeus-Networks-zBTC?mtm_campaign=API-OFA,3/28/2025,11:16:00,84424.38,0.999997139,Neutral,0.633974195
Ethereum Crashes 74% Against Bitcoin; Is Reversal Imminent?,Neutral,https://cryptopanic.com/news/20889271/Ethereum-Crashes-74-Against-Bitcoin-Is-Reversal-Imminent?mtm_campaign=API-OFA,3/28/2025,14:54:00,84424.38,0.887521684,Neutral,0.673391402
Permissionless Bitcoin Debuts on Solana With Zeus Network’s $zBTC,Neutral,https://cryptopanic.com/news/20887887/Permissionless-Bitcoin-Debuts-on-Solana-With-Zeus-Networks-zBTC?mtm_campaign=API-OFA,3/28/2025,11:16:00,84424.38,0.999997139,Neutral,0.633974195
Ethereum Crashes 74% Against Bitcoin; Is Reversal Imminent?,Neutral,https://cryptopanic.com/news/20889271/Ethereum-Crashes-74-Against-Bitcoin-Is-Reversal-Imminent?mtm_campaign=API-OFA,3/28/2025,14:54:00,103997,0.887521684,Neutral,0.673391402
Permissionless Bitcoin Debuts on Solana With Zeus Network’s $zBTC,Neutral,https://cryptopanic.com/news/20887887/Permissionless-Bitcoin-Debuts-on-Solana-With-Zeus-Networks-zBTC?mtm_campaign=API-OFA,3/28/2025,11:16:00,103997,0.999997139,Neutral,0.633974195
Ethereum Crashes 74% Against Bitcoin; Is Reversal Imminent?,Neutral,https://cryptopanic.com/news/20889271/Ethereum-Crashes-74-Against-Bitcoin-Is-Reversal-Imminent?mtm_campaign=API-OFA,3/28/2025,14:54:00,103988,0.887521684,Neutral,0.673391402
"Hoskinson Reveals Cardano’s Push to Integrate with Dogecoin, Chainlink, Bitcoin",Neutral,https://cryptopanic.com/news/20894182/Hoskinson-Reveals-Cardanos-Push-to-Integrate-with-Dogecoin-Chainlink-Bitcoin?mtm_campaign=API-OFA,3/30/2025,2:05:53,82389.99,0.999934435,Neutral,0.729555726
"Hoskinson Reveals Cardano’s Push to Integrate with Dogecoin, Chainlink, Bitcoin",Neutral,https://cryptopanic.com/news/20894182/Hoskinson-Reveals-Cardanos-Push-to-Integrate-with-Dogecoin-Chainlink-Bitcoin?mtm_campaign=API-OFA,3/30/2025,2:05:53,82389.99,0.999934435,Neutral,0.729555726
"Hoskinson Reveals Cardano’s Push to Integrate with Dogecoin, Chainlink, Bitcoin",Neutral,https://cryptopanic.com/news/20894182/Hoskinson-Reveals-Cardanos-Push-to-Integrate-with-Dogecoin-Chainlink-Bitcoin?mtm_campaign=API-OFA,3/30/2025,2:05:53,82389.99,0.999934435,Neutral,0.729555726
"Hoskinson Reveals Cardano’s Push to Integrate with Dogecoin, Chainlink, Bitcoin",Neutral,https://cryptopanic.com/news/20894182/Hoskinson-Reveals-Cardanos-Push-to-Integrate-with-Dogecoin-Chainlink-Bitcoin?mtm_campaign=API-OFA,3/30/2025,2:05:53,103997,0.999934435,Neutral,0.729555726
"Hoskinson Reveals Cardano’s Push to Integrate with Dogecoin, Chainlink, Bitcoin",Neutral,https://cryptopanic.com/news/20894182/Hoskinson-Reveals-Cardanos-Push-to-Integrate-with-Dogecoin-Chainlink-Bitcoin?mtm_campaign=API-OFA,3/30/2025,2:05:53,103988,0.999934435,Neutral,0.729555726
"Hoskinson Reveals Cardano’s Push to Integrate with Dogecoin, Chainlink, Bitcoin",Neutral,https://cryptopanic.com/news/20894182/Hoskinson-Reveals-Cardanos-Push-to-Integrate-with-Dogecoin-Chainlink-Bitcoin?mtm_campaign=API-OFA,3/30/2025,2:05:53,103945,0.999934435,Neutral,0.729555726
U.S. Senator Buys $600K in Bitcoin via ETF,Neutral,https://cryptopanic.com/news/20900725/US-Senator-Buys-600K-in-Bitcoin-via-ETF?mtm_campaign=API-OFA,3/31/2025,19:59:40,82550.01,0.999994874,Bullish,0.643440485
Ethereum-Bitcoin Ratio Drops To Five-Year Low,Negative,https://cryptopanic.com/news/20899546/Ethereum-Bitcoin-Ratio-Drops-To-Five-Year-Low?mtm_campaign=API-OFA,3/31/2025,15:04:17,82550.01,0.807877541,Neutral,0.535881221
"Strategy announces another purchase of 22,048 BTC",Neutral,https://cryptopanic.com/news/20899127/Strategy-announces-another-purchase-of-22048-BTC?mtm_campaign=API-OFA,3/31/2025,13:51:49,82550.01,0.999842882,Neutral,0.56916827
Altcoins see inflows for first time in 5 weeks as ‘positive but cautious’ investors add $226 million to global crypto funds: CoinShares,Positive,https://cryptopanic.com/news/20898099/Altcoins-see-inflows-for-first-time-in-5-weeks-as-positive-but-cautious-investors-add-226-million-to-global-crypto-funds-CoinShares?mtm_campaign=API-OFA,3/31/2025,10:35:49,82550.01,0.980225623,Neutral,0.764524639
Bukele May Visit Trump as Bitcoin Goals Align,Neutral,https://cryptopanic.com/news/20897549/Bukele-May-Visit-Trump-as-Bitcoin-Goals-Align?mtm_campaign=API-OFA,3/31/2025,8:33:12,82550.01,0.999995232,Bullish,0.55699116
U.S. Senator Buys $600K in Bitcoin via ETF,Neutral,https://cryptopanic.com/news/20900725/US-Senator-Buys-600K-in-Bitcoin-via-ETF?mtm_campaign=API-OFA,3/31/2025,19:59:40,82550.01,0.999994874,Bullish,0.643440485
Ethereum-Bitcoin Ratio Drops To Five-Year Low,Negative,https://cryptopanic.com/news/20899546/Ethereum-Bitcoin-Ratio-Drops-To-Five-Year-Low?mtm_campaign=API-OFA,3/31/2025,15:04:17,82550.01,0.807877541,Neutral,0.535881221
Trump’s sons to launch American Bitcoin,Neutral,https://cryptopanic.com/news/20899335/Trumps-sons-to-launch-American-Bitcoin?mtm_campaign=API-OFA,3/31/2025,14:07:03,82550.01,0.999605596,Neutral,0.883047044
"Strategy announces another purchase of 22,048 BTC",Neutral,https://cryptopanic.com/news/20899127/Strategy-announces-another-purchase-of-22048-BTC?mtm_campaign=API-OFA,3/31/2025,13:51:49,82550.01,0.999842882,Neutral,0.56916827
Bukele May Visit Trump as Bitcoin Goals Align,Neutral,https://cryptopanic.com/news/20897549/Bukele-May-Visit-Trump-as-Bitcoin-Goals-Align?mtm_campaign=API-OFA,3/31/2025,8:33:12,82550.01,0.999995232,Bullish,0.55699116
U.S. Senator Buys $600K in Bitcoin via ETF,Neutral,https://cryptopanic.com/news/20900725/US-Senator-Buys-600K-in-Bitcoin-via-ETF?mtm_campaign=API-OFA,3/31/2025,19:59:40,82550.01,0.999994874,Bullish,0.643440485
Ethereum-Bitcoin Ratio Drops To Five-Year Low,Negative,https://cryptopanic.com/news/20899546/Ethereum-Bitcoin-Ratio-Drops-To-Five-Year-Low?mtm_campaign=API-OFA,3/31/2025,15:04:17,82550.01,0.807877541,Neutral,0.535881221
Trump’s sons to launch American Bitcoin,Neutral,https://cryptopanic.com/news/20899335/Trumps-sons-to-launch-American-Bitcoin?mtm_campaign=API-OFA,3/31/2025,14:07:03,82550.01,0.999605596,Neutral,0.883047044
"Strategy announces another purchase of 22,048 BTC",Neutral,https://cryptopanic.com/news/20899127/Strategy-announces-another-purchase-of-22048-BTC?mtm_campaign=API-OFA,3/31/2025,13:51:49,82550.01,0.999842882,Neutral,0.56916827
Altcoins see inflows for first time in 5 weeks as ‘positive but cautious’ investors add $226 million to global crypto funds: CoinShares,Positive,https://cryptopanic.com/news/20898099/Altcoins-see-inflows-for-first-time-in-5-weeks-as-positive-but-cautious-investors-add-226-million-to-global-crypto-funds-CoinShares?mtm_campaign=API-OFA,3/31/2025,10:35:49,82550.01,0.980225623,Neutral,0.764524639
Bukele May Visit Trump as Bitcoin Goals Align,Neutral,https://cryptopanic.com/news/20897549/Bukele-May-Visit-Trump-as-Bitcoin-Goals-Align?mtm_campaign=API-OFA,3/31/2025,8:33:12,82550.01,0.999995232,Bullish,0.55699116
Ethereum-Bitcoin Ratio Drops To Five-Year Low,Negative,https://cryptopanic.com/news/20899546/Ethereum-Bitcoin-Ratio-Drops-To-Five-Year-Low?mtm_campaign=API-OFA,3/31/2025,15:04:17,82550.01,0.807877541,Neutral,0.535881221
Trump’s sons to launch American Bitcoin,Neutral,https://cryptopanic.com/news/20899335/Trumps-sons-to-launch-American-Bitcoin?mtm_campaign=API-OFA,3/31/2025,14:07:03,82550.01,0.999605596,Neutral,0.883047044
Bukele May Visit Trump as Bitcoin Goals Align,Neutral,https://cryptopanic.com/news/20897549/Bukele-May-Visit-Trump-as-Bitcoin-Goals-Align?mtm_campaign=API-OFA,3/31/2025,8:33:12,82550.01,0.999995232,Bullish,0.55699116
Bukele May Visit Trump as Bitcoin Goals Align,Neutral,https://cryptopanic.com/news/20897549/Bukele-May-Visit-Trump-as-Bitcoin-Goals-Align?mtm_campaign=API-OFA,3/31/2025,8:33:12,104017,0.999995232,Bullish,0.55699116
Bukele May Visit Trump as Bitcoin Goals Align,Neutral,https://cryptopanic.com/news/20897549/Bukele-May-Visit-Trump-as-Bitcoin-Goals-Align?mtm_campaign=API-OFA,3/31/2025,8:33:12,104021,0.999995232,Bullish,0.55699116
U.S. Senator Buys $600K in Bitcoin via ETF,Neutral,https://cryptopanic.com/news/20900725/US-Senator-Buys-600K-in-Bitcoin-via-ETF?mtm_campaign=API-OFA,3/31/2025,19:59:40,103997,0.999994874,Bullish,0.643440485
Ethereum-Bitcoin Ratio Drops To Five-Year Low,Negative,https://cryptopanic.com/news/20899546/Ethereum-Bitcoin-Ratio-Drops-To-Five-Year-Low?mtm_campaign=API-OFA,3/31/2025,15:04:17,103997,0.807877541,Neutral,0.535881221
Trump’s sons to launch American Bitcoin,Neutral,https://cryptopanic.com/news/20899335/Trumps-sons-to-launch-American-Bitcoin?mtm_campaign=API-OFA,3/31/2025,14:07:03,103997,0.999605596,Neutral,0.883047044
"Strategy announces another purchase of 22,048 BTC",Neutral,https://cryptopanic.com/news/20899127/Strategy-announces-another-purchase-of-22048-BTC?mtm_campaign=API-OFA,3/31/2025,13:51:49,103997,0.999842882,Neutral,0.56916827
Bukele May Visit Trump as Bitcoin Goals Align,Neutral,https://cryptopanic.com/news/20897549/Bukele-May-Visit-Trump-as-Bitcoin-Goals-Align?mtm_campaign=API-OFA,3/31/2025,8:33:12,103997,0.999995232,Bullish,0.55699116
U.S. Senator Buys $600K in Bitcoin via ETF,Neutral,https://cryptopanic.com/news/20900725/US-Senator-Buys-600K-in-Bitcoin-via-ETF?mtm_campaign=API-OFA,3/31/2025,19:59:40,103988,0.999994874,Bullish,0.643440485
Ethereum-Bitcoin Ratio Drops To Five-Year Low,Negative,https://cryptopanic.com/news/20899546/Ethereum-Bitcoin-Ratio-Drops-To-Five-Year-Low?mtm_campaign=API-OFA,3/31/2025,15:04:17,103988,0.807877541,Neutral,0.535881221
Trump’s sons to launch American Bitcoin,Neutral,https://cryptopanic.com/news/20899335/Trumps-sons-to-launch-American-Bitcoin?mtm_campaign=API-OFA,3/31/2025,14:07:03,103988,0.999605596,Neutral,0.883047044
U.S. Senator Buys $600K in Bitcoin via ETF,Neutral,https://cryptopanic.com/news/20900725/US-Senator-Buys-600K-in-Bitcoin-via-ETF?mtm_campaign=API-OFA,3/31/2025,19:59:40,103945,0.999994874,Bullish,0.643440485
Ethereum-Bitcoin Ratio Drops To Five-Year Low,Negative,https://cryptopanic.com/news/20899546/Ethereum-Bitcoin-Ratio-Drops-To-Five-Year-Low?mtm_campaign=API-OFA,3/31/2025,15:04:17,103945,0.807877541,Neutral,0.535881221
"Strategy announces another purchase of 22,048 BTC",Neutral,https://cryptopanic.com/news/20899127/Strategy-announces-another-purchase-of-22048-BTC?mtm_campaign=API-OFA,3/31/2025,13:51:49,103945,0.999842882,Neutral,0.56916827
Altcoins see inflows for first time in 5 weeks as ‘positive but cautious’ investors add $226 million to global crypto funds: CoinShares,Positive,https://cryptopanic.com/news/20898099/Altcoins-see-inflows-for-first-time-in-5-weeks-as-positive-but-cautious-investors-add-226-million-to-global-crypto-funds-CoinShares?mtm_campaign=API-OFA,3/31/2025,10:35:49,103945,0.980225623,Neutral,0.764524639
Bukele May Visit Trump as Bitcoin Goals Align,Neutral,https://cryptopanic.com/news/20897549/Bukele-May-Visit-Trump-as-Bitcoin-Goals-Align?mtm_campaign=API-OFA,3/31/2025,8:33:12,103945,0.999995232,Bullish,0.55699116
From $2 to $11: Popular Analyst Maps Out Ripple’s (XRP) Next Big Move,Neutral,https://cryptopanic.com/news/20505480/From-2-to-11-Popular-Analyst-Maps-Out-Ripples-XRP-Next-Big-Move?mtm_campaign=API-OFA,4/1/2025,13:06:07,98220.5,0.838975906,Neutral,0.627816498
Trump's Sovereign Wealth Fund: A Big Deal for Crypto?,Neutral,https://cryptopanic.com/news/20647945/Trumps-Sovereign-Wealth-Fund-A-Big-Deal-for-Crypto?mtm_campaign=API-OFA,4/2/2025,14:05:00,97763.13,0.965599179,Neutral,0.727559984
Utah Leads Race to Become First US State with Bitcoin Reserve,Neutral,https://cryptopanic.com/news/20646387/Utah-Leads-Race-to-Become-First-US-State-with-Bitcoin-Reserve?mtm_campaign=API-OFA,4/2/2025,8:32:57,97763.13,0.999808967,Neutral,0.552405179
"MicroStrategy Halts Bitcoin Buying Streak, Sparks Speculation",Negative,https://cryptopanic.com/news/20646369/MicroStrategy-Halts-Bitcoin-Buying-Streak-Sparks-Speculation?mtm_campaign=API-OFA,4/2/2025,8:29:12,97763.13,0.998867989,Neutral,0.62320143
Utah Leads Race to Become First US State with Bitcoin Reserve,Neutral,https://cryptopanic.com/news/20646387/Utah-Leads-Race-to-Become-First-US-State-with-Bitcoin-Reserve?mtm_campaign=API-OFA,4/2/2025,8:32:57,104017,0.999808967,Neutral,0.552405179
"MicroStrategy Halts Bitcoin Buying Streak, Sparks Speculation",Negative,https://cryptopanic.com/news/20646369/MicroStrategy-Halts-Bitcoin-Buying-Streak-Sparks-Speculation?mtm_campaign=API-OFA,4/2/2025,8:29:12,104017,0.998867989,Neutral,0.62320143
Utah Leads Race to Become First US State with Bitcoin Reserve,Neutral,https://cryptopanic.com/news/20646387/Utah-Leads-Race-to-Become-First-US-State-with-Bitcoin-Reserve?mtm_campaign=API-OFA,4/2/2025,8:32:57,104021,0.999808967,Neutral,0.552405179
"MicroStrategy Halts Bitcoin Buying Streak, Sparks Speculation",Negative,https://cryptopanic.com/news/20646369/MicroStrategy-Halts-Bitcoin-Buying-Streak-Sparks-Speculation?mtm_campaign=API-OFA,4/2/2025,8:29:12,104021,0.998867989,Neutral,0.62320143
"El Salvador buys Bitcoin dip, adding 5 BTC amid price plunge to $83,000",Neutral,https://cryptopanic.com/news/20776951/El-Salvador-buys-Bitcoin-dip-adding-5-BTC-amid-price-plunge-to-83000?mtm_campaign=API-OFA,4/3/2025,7:23:15,87281.98,0.993555009,Neutral,0.648731887
"Bitcoin analysts set recovery roadmap from the crash up to $150,000",Neutral,https://cryptopanic.com/news/20779049/Bitcoin-analysts-set-recovery-roadmap-from-the-crash-up-to-150000?mtm_campaign=API-OFA,4/3/2025,14:09:25,87281.98,0.996806383,Bullish,0.504745007
"El Salvador buys Bitcoin dip, adding 5 BTC amid price plunge to $83,000",Neutral,https://cryptopanic.com/news/20776951/El-Salvador-buys-Bitcoin-dip-adding-5-BTC-amid-price-plunge-to-83000?mtm_campaign=API-OFA,4/3/2025,7:23:15,87281.98,0.993555009,Neutral,0.648731887
"El Salvador buys Bitcoin dip, adding 5 BTC amid price plunge to $83,000",Neutral,https://cryptopanic.com/news/20776951/El-Salvador-buys-Bitcoin-dip-adding-5-BTC-amid-price-plunge-to-83000?mtm_campaign=API-OFA,4/3/2025,7:23:15,87281.98,0.993555009,Neutral,0.648731887
"El Salvador buys Bitcoin dip, adding 5 BTC amid price plunge to $83,000",Neutral,https://cryptopanic.com/news/20776951/El-Salvador-buys-Bitcoin-dip-adding-5-BTC-amid-price-plunge-to-83000?mtm_campaign=API-OFA,4/3/2025,7:23:15,104017,0.993555009,Neutral,0.648731887
"El Salvador buys Bitcoin dip, adding 5 BTC amid price plunge to $83,000",Neutral,https://cryptopanic.com/news/20776951/El-Salvador-buys-Bitcoin-dip-adding-5-BTC-amid-price-plunge-to-83000?mtm_campaign=API-OFA,4/3/2025,7:23:15,104021,0.993555009,Neutral,0.648731887
The future of DeFi isn’t on Ethereum — it’s on Bitcoin,Neutral,https://cryptopanic.com/news/20926706/The-future-of-DeFi-isnt-on-Ethereum-its-on-Bitcoin?mtm_campaign=API-OFA,4/4/2025,15:00:00,83889.87,0.999979019,Neutral,0.794696808
The future of DeFi isn’t on Ethereum — it’s on Bitcoin,Neutral,https://cryptopanic.com/news/20926706/The-future-of-DeFi-isnt-on-Ethereum-its-on-Bitcoin?mtm_campaign=API-OFA,4/4/2025,15:00:00,83889.87,0.999979019,Neutral,0.794696808
The future of DeFi isn’t on Ethereum — it’s on Bitcoin,Neutral,https://cryptopanic.com/news/20926706/The-future-of-DeFi-isnt-on-Ethereum-its-on-Bitcoin?mtm_campaign=API-OFA,4/4/2025,15:00:00,83889.87,0.999979019,Neutral,0.794696808
The future of DeFi isn’t on Ethereum — it’s on Bitcoin,Neutral,https://cryptopanic.com/news/20926706/The-future-of-DeFi-isnt-on-Ethereum-its-on-Bitcoin?mtm_campaign=API-OFA,4/4/2025,15:00:00,103997,0.999979019,Neutral,0.794696808
The future of DeFi isn’t on Ethereum — it’s on Bitcoin,Neutral,https://cryptopanic.com/news/20926706/The-future-of-DeFi-isnt-on-Ethereum-its-on-Bitcoin?mtm_campaign=API-OFA,4/4/2025,15:00:00,103988,0.999979019,Neutral,0.794696808
Ethereum 2.0 or Ethereum Lite? Buterin Calls for Stripped-Down Redesign,Neutral,https://cryptopanic.com/news/21548993/Ethereum-20-or-Ethereum-Lite-Buterin-Calls-for-Stripped-Down-Redesign?mtm_campaign=API-OFA,4/5/2025,13:16:00,103997,0.999991059,Bullish,0.622577429
Apple Permits Crypto App Payments via External Sites After Court Order,Neutral,https://cryptopanic.com/news/21547742/Apple-Permits-Crypto-App-Payments-via-External-Sites-After-Court-Order?mtm_campaign=API-OFA,4/5/2025,11:23:22,103997,0.997323453,Bullish,0.52354008
Ethereum Hit With Fresh Blow Amid Price Decline While Bitcoin Gains Ground,Positive,https://cryptopanic.com/news/21544517/Ethereum-Hit-With-Fresh-Blow-Amid-Price-Decline-While-Bitcoin-Gains-Ground?mtm_campaign=API-OFA,4/5/2025,6:40:14,103988,0.997649729,Neutral,0.542391598
Ethereum 2.0 or Ethereum Lite? Buterin Calls for Stripped-Down Redesign,Neutral,https://cryptopanic.com/news/21548993/Ethereum-20-or-Ethereum-Lite-Buterin-Calls-for-Stripped-Down-Redesign?mtm_campaign=API-OFA,4/5/2025,13:16:00,103945,0.999991059,Bullish,0.622577429
Apple Permits Crypto App Payments via External Sites After Court Order,Neutral,https://cryptopanic.com/news/21547742/Apple-Permits-Crypto-App-Payments-via-External-Sites-After-Court-Order?mtm_campaign=API-OFA,4/5/2025,11:23:22,103945,0.997323453,Bullish,0.52354008
Saylor signals new Bitcoin buy after Strategy reports nearly $6 billion Q1 unrealized loss,Neutral,https://cryptopanic.com/news/21056879/Saylor-signals-new-Bitcoin-buy-after-Strategy-reports-nearly-6-billion-Q1-unrealized-loss?mtm_campaign=API-OFA,4/13/2025,14:44:50,83760,0.520590186,Neutral,0.926904917
Saylor signals new Bitcoin buy after Strategy reports nearly $6 billion Q1 unrealized loss,Neutral,https://cryptopanic.com/news/21056879/Saylor-signals-new-Bitcoin-buy-after-Strategy-reports-nearly-6-billion-Q1-unrealized-loss?mtm_campaign=API-OFA,4/13/2025,14:44:50,83760,0.520590186,Neutral,0.926904917
Saylor signals new Bitcoin buy after Strategy reports nearly $6 billion Q1 unrealized loss,Neutral,https://cryptopanic.com/news/21056879/Saylor-signals-new-Bitcoin-buy-after-Strategy-reports-nearly-6-billion-Q1-unrealized-loss?mtm_campaign=API-OFA,4/13/2025,14:44:50,83760,0.520590186,Neutral,0.926904917
"Senator Lummis Proposes U.S. Acquire 1 Million Bitcoin at 200,000 BTC Annually to Cut National Debt by Half in 20 Years",Neutral,https://cryptopanic.com/news/21056660/Senator-Lummis-Proposes-US-Acquire-1-Million-Bitcoin-at-200000-BTC-Annually-to-Cut-National-Debt-by-Half-in-20-Years?mtm_campaign=API-OFA,4/13/2025,13:30:40,83760,0.999980688,Bullish,0.527076423
Saylor signals new Bitcoin buy after Strategy reports nearly $6 billion Q1 unrealized loss,Neutral,https://cryptopanic.com/news/21056879/Saylor-signals-new-Bitcoin-buy-after-Strategy-reports-nearly-6-billion-Q1-unrealized-loss?mtm_campaign=API-OFA,4/13/2025,14:44:50,103997,0.520590186,Neutral,0.926904917
Saylor signals new Bitcoin buy after Strategy reports nearly $6 billion Q1 unrealized loss,Neutral,https://cryptopanic.com/news/21056879/Saylor-signals-new-Bitcoin-buy-after-Strategy-reports-nearly-6-billion-Q1-unrealized-loss?mtm_campaign=API-OFA,4/13/2025,14:44:50,103945,0.520590186,Neutral,0.926904917
"MicroStrategy Acquires 3,459 Bitcoins for $285.8 Million, Total Holdings Reach 531,644 BTC",Neutral,https://cryptopanic.com/news/21072568/MicroStrategy-Acquires-3459-Bitcoins-for-2858-Million-Total-Holdings-Reach-531644-BTC?mtm_campaign=API-OFA,4/14/2025,14:30:40,84591.58,0.999881268,Neutral,0.933148861
