post,sentiment,url,published_date,published_time,price_eth,confidence,sentiment_label,sentiment_score
Trump-linked WLFI dumps Ethereum at 55% loss amid crypto market turmoil,Negative,https://cryptopanic.com/news/20988705/Trump-linked-WLFI-dumps-Ethereum-at-55-loss-amid-crypto-market-turmoil?mtm_campaign=API-OFA,4/9/2025,10:12:10,1669.51,0.999971151,Neutral,0.979984999
SEC approves options on spot Ether ETFs,Neutral,https://cryptopanic.com/news/21002525/SEC-approves-options-on-spot-Ether-ETFs?mtm_campaign=API-OFA,4/9/2025,21:19:08,1669.51,0.999989748,Neutral,0.68398726
SEC Approves Options Trading on Spot $ETH ETFs,Neutral,https://cryptopanic.com/news/21001801/SEC-Approves-Options-Trading-on-Spot-ETH-ETFs?mtm_campaign=API-OFA,4/9/2025,20:30:40,1669.51,0.999952078,Neutral,0.443138987
Trump-linked WLFI dumps Ethereum at 55% loss amid crypto market turmoil,Negative,https://cryptopanic.com/news/20988705/Trump-linked-WLFI-dumps-Ethereum-at-55-loss-amid-crypto-market-turmoil?mtm_campaign=API-OFA,4/9/2025,10:12:10,1669.51,0.999971151,Neutral,0.979984999
Ethereum (ETH) Whales Capitulate: Is It Over?,Neutral,https://cryptopanic.com/news/20988010/Ethereum-ETH-Whales-Capitulate-Is-It-Over?mtm_campaign=API-OFA,4/9/2025,9:47:00,1669.51,0.999967575,Neutral,0.573811233
"Is $1,000 the Final Floor for Ethereum? One Metric Thinks So",Neutral,https://cryptopanic.com/news/20996907/Is-1000-the-Final-Floor-for-Ethereum-One-Metric-Thinks-So?mtm_campaign=API-OFA,4/9/2025,15:44:12,1669.51,0.999982953,Bullish,0.496291816
Trump-linked WLFI dumps Ethereum at 55% loss amid crypto market turmoil,Negative,https://cryptopanic.com/news/20988705/Trump-linked-WLFI-dumps-Ethereum-at-55-loss-amid-crypto-market-turmoil?mtm_campaign=API-OFA,4/9/2025,10:12:10,1669.51,0.999971151,Neutral,0.979984999
Trump’s World Liberty Financial suffers massive  $125 million loss,Negative,https://cryptopanic.com/news/20986598/Trumps-World-Liberty-Financial-suffers-massive-125-million-loss?mtm_campaign=API-OFA,4/9/2025,8:50:24,1669.51,0.99998641,Neutral,0.853005707
"Ethereum Wipes Out 7 Years of Gains in Crash to $1,400, Where Next for ETH?",Neutral,https://cryptopanic.com/news/20983704/Ethereum-Wipes-Out-7-Years-of-Gains-in-Crash-to-1400-Where-Next-for-ETH?mtm_campaign=API-OFA,4/9/2025,6:33:39,1669.51,0.997786522,Bullish,0.513834298
Trump-linked WLFI dumps Ethereum at 55% loss amid crypto market turmoil,Negative,https://cryptopanic.com/news/20988705/Trump-linked-WLFI-dumps-Ethereum-at-55-loss-amid-crypto-market-turmoil?mtm_campaign=API-OFA,4/9/2025,10:12:10,2603.84,0.999971151,Neutral,0.979984999
"Crypto Market Rises Sharply, but Experts Warn it May Be a ‘Dead Cat Bounce’",Negative,https://cryptopanic.com/news/21019505/Crypto-Market-Rises-Sharply-but-Experts-Warn-it-May-Be-a-Dead-Cat-Bounce?mtm_campaign=API-OFA,4/10/2025,15:12:43,1522.25,0.875347078,Neutral,0.839717925
Ether ETF staking could come as soon as May — Bloomberg analyst,Neutral,https://cryptopanic.com/news/21022207/Ether-ETF-staking-could-come-as-soon-as-May-Bloomberg-analyst?mtm_campaign=API-OFA,4/10/2025,17:42:35,1522.25,0.999934316,Neutral,0.77939105
"Nasdaq Files to List VanEck Avalanche ETF, Bringing AVAX Closer to Mainstream",Neutral,https://cryptopanic.com/news/21020572/Nasdaq-Files-to-List-VanEck-Avalanche-ETF-Bringing-AVAX-Closer-to-Mainstream?mtm_campaign=API-OFA,4/10/2025,16:11:13,1522.25,0.999995351,Neutral,0.66806525
"Crypto Market Rises Sharply, but Experts Warn it May Be a ‘Dead Cat Bounce’",Negative,https://cryptopanic.com/news/21019505/Crypto-Market-Rises-Sharply-but-Experts-Warn-it-May-Be-a-Dead-Cat-Bounce?mtm_campaign=API-OFA,4/10/2025,15:12:43,1522.25,0.875347078,Neutral,0.839717925
Vitalik Buterin Unveils Roadmap for Improving Privacy on Ethereum,Positive,https://cryptopanic.com/news/21039672/Vitalik-Buterin-Unveils-Roadmap-for-Improving-Privacy-on-Ethereum?mtm_campaign=API-OFA,4/11/2025,20:48:57,1566.85,0.994739354,Neutral,0.839153767
ETH/BTC Collapse Isn’t the End: Analyst Sees Silent Rebuild,Neutral,https://cryptopanic.com/news/21033208/ETHBTC-Collapse-Isnt-the-End-Analyst-Sees-Silent-Rebuild?mtm_campaign=API-OFA,4/11/2025,13:04:59,1566.85,0.660688281,Neutral,0.552132845
Vitalik Buterin Unveils Roadmap for Improving Privacy on Ethereum,Positive,https://cryptopanic.com/news/21039672/Vitalik-Buterin-Unveils-Roadmap-for-Improving-Privacy-on-Ethereum?mtm_campaign=API-OFA,4/11/2025,20:48:57,1566.85,0.994739354,Neutral,0.839153767
ETH/BTC Collapse Isn’t the End: Analyst Sees Silent Rebuild,Neutral,https://cryptopanic.com/news/21033208/ETHBTC-Collapse-Isnt-the-End-Analyst-Sees-Silent-Rebuild?mtm_campaign=API-OFA,4/11/2025,13:04:59,1566.85,0.660688281,Neutral,0.552132845
Vitalik Buterin Unveils Roadmap for Improving Privacy on Ethereum,Positive,https://cryptopanic.com/news/21039672/Vitalik-Buterin-Unveils-Roadmap-for-Improving-Privacy-on-Ethereum?mtm_campaign=API-OFA,4/11/2025,20:48:57,1566.85,0.994739354,Neutral,0.839153767
ETH/BTC Collapse Isn’t the End: Analyst Sees Silent Rebuild,Neutral,https://cryptopanic.com/news/21033208/ETHBTC-Collapse-Isnt-the-End-Analyst-Sees-Silent-Rebuild?mtm_campaign=API-OFA,4/11/2025,13:04:59,1566.85,0.660688281,Neutral,0.552132845
ETH/BTC Collapse Isn’t the End: Analyst Sees Silent Rebuild,Neutral,https://cryptopanic.com/news/21033208/ETHBTC-Collapse-Isnt-the-End-Analyst-Sees-Silent-Rebuild?mtm_campaign=API-OFA,4/11/2025,13:04:59,2603.84,0.660688281,Neutral,0.552132845
"On-Chain Indicator Suggests Ethereum (ETH) Could Be Undervalued, According to Crypto Analyst",Neutral,https://cryptopanic.com/news/21050521/On-Chain-Indicator-Suggests-Ethereum-ETH-Could-Be-Undervalued-According-to-Crypto-Analyst?mtm_campaign=API-OFA,4/12/2025,20:00:59,1644.18,0.727095187,Bullish,0.533614755
"On-Chain Indicator Suggests Ethereum (ETH) Could Be Undervalued, According to Crypto Analyst",Neutral,https://cryptopanic.com/news/21050521/On-Chain-Indicator-Suggests-Ethereum-ETH-Could-Be-Undervalued-According-to-Crypto-Analyst?mtm_campaign=API-OFA,4/12/2025,20:00:59,1644.18,0.727095187,Bullish,0.533614755
"On-Chain Indicator Suggests Ethereum (ETH) Could Be Undervalued, According to Crypto Analyst",Neutral,https://cryptopanic.com/news/21050521/On-Chain-Indicator-Suggests-Ethereum-ETH-Could-Be-Undervalued-According-to-Crypto-Analyst?mtm_campaign=API-OFA,4/12/2025,20:00:59,1644.18,0.727095187,Bullish,0.533614755
"On-Chain Indicator Suggests Ethereum (ETH) Could Be Undervalued, According to Crypto Analyst",Neutral,https://cryptopanic.com/news/21050521/On-Chain-Indicator-Suggests-Ethereum-ETH-Could-Be-Undervalued-According-to-Crypto-Analyst?mtm_campaign=API-OFA,4/12/2025,20:00:59,1644.18,0.727095187,Bullish,0.533614755
"Ethereum Price Eyes $2,000 Breakout, Stablecoin Activity Hits All-Time High",Positive,https://cryptopanic.com/news/21051549/Ethereum-Price-Eyes-2000-Breakout-Stablecoin-Activity-Hits-All-Time-High?mtm_campaign=API-OFA,4/13/2025,1:00:00,1597.76,0.994330287,Neutral,0.63270539
"Ethereum Price Eyes $2,000 Breakout, Stablecoin Activity Hits All-Time High",Positive,https://cryptopanic.com/news/21051549/Ethereum-Price-Eyes-2000-Breakout-Stablecoin-Activity-Hits-All-Time-High?mtm_campaign=API-OFA,4/13/2025,1:00:00,1597.76,0.994330287,Neutral,0.63270539
"Ethereum Price Eyes $2,000 Breakout, Stablecoin Activity Hits All-Time High",Positive,https://cryptopanic.com/news/21051549/Ethereum-Price-Eyes-2000-Breakout-Stablecoin-Activity-Hits-All-Time-High?mtm_campaign=API-OFA,4/13/2025,1:00:00,1597.76,0.994330287,Neutral,0.63270539
"Ethereum Price Eyes $2,000 Breakout, Stablecoin Activity Hits All-Time High",Positive,https://cryptopanic.com/news/21051549/Ethereum-Price-Eyes-2000-Breakout-Stablecoin-Activity-Hits-All-Time-High?mtm_campaign=API-OFA,4/13/2025,1:00:00,2603.84,0.994330287,Neutral,0.63270539
Canada to approve SOL ETFs with staking functions as SEC postpones staking function for Grayscale spot ETH ETF,Neutral,https://cryptopanic.com/news/21076936/Canada-to-approve-SOL-ETFs-with-staking-functions-as-SEC-postpones-staking-function-for-Grayscale-spot-ETH-ETF?mtm_campaign=API-OFA,4/14/2025,19:42:01,1623.77,0.999484897,Neutral,0.735305667
Vitalik Buterin Says “Good Social Philosophy” is Needed for the Upper Layers of Ethereum,Neutral,https://cryptopanic.com/news/21072124/Vitalik-Buterin-Says-Good-Social-Philosophy-is-Needed-for-the-Upper-Layers-of-Ethereum?mtm_campaign=API-OFA,4/14/2025,14:07:43,1623.77,0.995533943,Bullish,0.587661326
Canada to approve SOL ETFs with staking functions as SEC postpones staking function for Grayscale spot ETH ETF,Neutral,https://cryptopanic.com/news/21076936/Canada-to-approve-SOL-ETFs-with-staking-functions-as-SEC-postpones-staking-function-for-Grayscale-spot-ETH-ETF?mtm_campaign=API-OFA,4/14/2025,19:42:01,1623.77,0.999484897,Neutral,0.735305667
"Solana rallies 20% against Ethereum, but is $300 SOL price within reach?",Neutral,https://cryptopanic.com/news/21072668/Solana-rallies-20-against-Ethereum-but-is-300-SOL-price-within-reach?mtm_campaign=API-OFA,4/14/2025,14:42:35,1623.77,0.999565542,Neutral,0.990315855
Vitalik Buterin Says “Good Social Philosophy” is Needed for the Upper Layers of Ethereum,Neutral,https://cryptopanic.com/news/21072124/Vitalik-Buterin-Says-Good-Social-Philosophy-is-Needed-for-the-Upper-Layers-of-Ethereum?mtm_campaign=API-OFA,4/14/2025,14:07:43,1623.77,0.995533943,Bullish,0.587661326
Canada to approve SOL ETFs with staking functions as SEC postpones staking function for Grayscale spot ETH ETF,Neutral,https://cryptopanic.com/news/21076936/Canada-to-approve-SOL-ETFs-with-staking-functions-as-SEC-postpones-staking-function-for-Grayscale-spot-ETH-ETF?mtm_campaign=API-OFA,4/14/2025,19:42:01,1623.77,0.999484897,Neutral,0.735305667
"Solana rallies 20% against Ethereum, but is $300 SOL price within reach?",Neutral,https://cryptopanic.com/news/21072668/Solana-rallies-20-against-Ethereum-but-is-300-SOL-price-within-reach?mtm_campaign=API-OFA,4/14/2025,14:42:35,1623.77,0.999565542,Neutral,0.990315855
Canada to approve SOL ETFs with staking functions as SEC postpones staking function for Grayscale spot ETH ETF,Neutral,https://cryptopanic.com/news/21076936/Canada-to-approve-SOL-ETFs-with-staking-functions-as-SEC-postpones-staking-function-for-Grayscale-spot-ETH-ETF?mtm_campaign=API-OFA,4/14/2025,19:42:01,1623.77,0.999484897,Neutral,0.735305667
"'Ethereum Is Worthless Junk,' Says Legendary Trader Peter Brandt",Neutral,https://cryptopanic.com/news/21074650/Ethereum-Is-Worthless-Junk-Says-Legendary-Trader-Peter-Brandt?mtm_campaign=API-OFA,4/14/2025,16:24:00,1623.77,0.999869943,Neutral,0.585617721
"Solana rallies 20% against Ethereum, but is $300 SOL price within reach?",Neutral,https://cryptopanic.com/news/21072668/Solana-rallies-20-against-Ethereum-but-is-300-SOL-price-within-reach?mtm_campaign=API-OFA,4/14/2025,14:42:35,1623.77,0.999565542,Neutral,0.990315855
Vitalik Buterin Says “Good Social Philosophy” is Needed for the Upper Layers of Ethereum,Neutral,https://cryptopanic.com/news/21072124/Vitalik-Buterin-Says-Good-Social-Philosophy-is-Needed-for-the-Upper-Layers-of-Ethereum?mtm_campaign=API-OFA,4/14/2025,14:07:43,1623.77,0.995533943,Bullish,0.587661326
Canada to approve SOL ETFs with staking functions as SEC postpones staking function for Grayscale spot ETH ETF,Neutral,https://cryptopanic.com/news/21076936/Canada-to-approve-SOL-ETFs-with-staking-functions-as-SEC-postpones-staking-function-for-Grayscale-spot-ETH-ETF?mtm_campaign=API-OFA,4/14/2025,19:42:01,1623.77,0.999484897,Neutral,0.735305667
"'Ethereum Is Worthless Junk,' Says Legendary Trader Peter Brandt",Neutral,https://cryptopanic.com/news/21074650/Ethereum-Is-Worthless-Junk-Says-Legendary-Trader-Peter-Brandt?mtm_campaign=API-OFA,4/14/2025,16:24:00,1623.77,0.999869943,Neutral,0.585617721
Vitalik Buterin Says “Good Social Philosophy” is Needed for the Upper Layers of Ethereum,Neutral,https://cryptopanic.com/news/21072124/Vitalik-Buterin-Says-Good-Social-Philosophy-is-Needed-for-the-Upper-Layers-of-Ethereum?mtm_campaign=API-OFA,4/14/2025,14:07:43,1623.77,0.995533943,Bullish,0.587661326
"'Ethereum Is Worthless Junk,' Says Legendary Trader Peter Brandt",Neutral,https://cryptopanic.com/news/21074650/Ethereum-Is-Worthless-Junk-Says-Legendary-Trader-Peter-Brandt?mtm_campaign=API-OFA,4/14/2025,16:24:00,2603.84,0.999869943,Neutral,0.585617721
Canada to approve SOL ETFs with staking functions as SEC postpones staking function for Grayscale spot ETH ETF,Neutral,https://cryptopanic.com/news/21076936/Canada-to-approve-SOL-ETFs-with-staking-functions-as-SEC-postpones-staking-function-for-Grayscale-spot-ETH-ETF?mtm_campaign=API-OFA,4/14/2025,19:42:01,2603.84,0.999484897,Neutral,0.735305667
"Solana rallies 20% against Ethereum, but is $300 SOL price within reach?",Neutral,https://cryptopanic.com/news/21072668/Solana-rallies-20-against-Ethereum-but-is-300-SOL-price-within-reach?mtm_campaign=API-OFA,4/14/2025,14:42:35,2603.84,0.999565542,Neutral,0.990315855
Family offices show stronger preference for Ethereum ETFs over Bitcoin,Positive,https://cryptopanic.com/news/21115646/Family-offices-show-stronger-preference-for-Ethereum-ETFs-over-Bitcoin?mtm_campaign=API-OFA,4/16/2025,21:30:10,1577.14,0.999999642,Bullish,0.515521705
Ethereum Is What Bitcoin Was Meant to Be,Neutral,https://cryptopanic.com/news/21110810/Ethereum-Is-What-Bitcoin-Was-Meant-to-Be?mtm_campaign=API-OFA,4/16/2025,15:44:47,1577.14,0.999681711,Bullish,0.503865302
Ethereum Is What Bitcoin Was Meant to Be,Neutral,https://cryptopanic.com/news/21110810/Ethereum-Is-What-Bitcoin-Was-Meant-to-Be?mtm_campaign=API-OFA,4/16/2025,15:44:47,1577.14,0.999681711,Bullish,0.503865302
Ethereum Is What Bitcoin Was Meant to Be,Neutral,https://cryptopanic.com/news/21110810/Ethereum-Is-What-Bitcoin-Was-Meant-to-Be?mtm_campaign=API-OFA,4/16/2025,15:44:47,1577.14,0.999681711,Bullish,0.503865302
Family offices show stronger preference for Ethereum ETFs over Bitcoin,Positive,https://cryptopanic.com/news/21115646/Family-offices-show-stronger-preference-for-Ethereum-ETFs-over-Bitcoin?mtm_campaign=API-OFA,4/16/2025,21:30:10,1577.14,0.999999642,Bullish,0.515521705
Trump Ethereum DeFi Project Gets Another Big Investment,Positive,https://cryptopanic.com/news/21114081/Trump-Ethereum-DeFi-Project-Gets-Another-Big-Investment?mtm_campaign=API-OFA,4/16/2025,19:18:00,1577.14,0.559118748,Bullish,0.575249672
Ethereum Is What Bitcoin Was Meant to Be,Neutral,https://cryptopanic.com/news/21110810/Ethereum-Is-What-Bitcoin-Was-Meant-to-Be?mtm_campaign=API-OFA,4/16/2025,15:44:47,1577.14,0.999681711,Bullish,0.503865302
Trump Ethereum DeFi Project Gets Another Big Investment,Positive,https://cryptopanic.com/news/21114081/Trump-Ethereum-DeFi-Project-Gets-Another-Big-Investment?mtm_campaign=API-OFA,4/16/2025,19:18:00,1577.14,0.559118748,Bullish,0.575249672
Ethereum Is What Bitcoin Was Meant to Be,Neutral,https://cryptopanic.com/news/21110810/Ethereum-Is-What-Bitcoin-Was-Meant-to-Be?mtm_campaign=API-OFA,4/16/2025,15:44:47,1577.14,0.999681711,Bullish,0.503865302
Trump Ethereum DeFi Project Gets Another Big Investment,Positive,https://cryptopanic.com/news/21114081/Trump-Ethereum-DeFi-Project-Gets-Another-Big-Investment?mtm_campaign=API-OFA,4/16/2025,19:18:00,2603.84,0.559118748,Bullish,0.575249672
Ethereum Is What Bitcoin Was Meant to Be,Neutral,https://cryptopanic.com/news/21110810/Ethereum-Is-What-Bitcoin-Was-Meant-to-Be?mtm_campaign=API-OFA,4/16/2025,15:44:47,2603.84,0.999681711,Bullish,0.503865302
"Secret Service, Canadian Officials Disrupt $4.3M Ethereum “Approval Phishing” Scam",Neutral,https://cryptopanic.com/news/21126365/Secret-Service-Canadian-Officials-Disrupt-43M-Ethereum-Approval-Phishing-Scam?mtm_campaign=API-OFA,4/17/2025,11:22:57,1583.62,0.99890852,Neutral,0.676234365
"Secret Service, Canadian Officials Disrupt $4.3M Ethereum “Approval Phishing” Scam",Neutral,https://cryptopanic.com/news/21126365/Secret-Service-Canadian-Officials-Disrupt-43M-Ethereum-Approval-Phishing-Scam?mtm_campaign=API-OFA,4/17/2025,11:22:57,1583.62,0.99890852,Neutral,0.676234365
Ethereum Dominance Hits 5 Year Low — Analysts Say It’s the Perfect Entry Point,Positive,https://cryptopanic.com/news/21123915/Ethereum-Dominance-Hits-5-Year-Low-Analysts-Say-Its-the-Perfect-Entry-Point?mtm_campaign=API-OFA,4/17/2025,9:35:09,1583.62,0.765721262,Neutral,0.560026526
"Secret Service, Canadian Officials Disrupt $4.3M Ethereum “Approval Phishing” Scam",Neutral,https://cryptopanic.com/news/21126365/Secret-Service-Canadian-Officials-Disrupt-43M-Ethereum-Approval-Phishing-Scam?mtm_campaign=API-OFA,4/17/2025,11:22:57,1583.62,0.99890852,Neutral,0.676234365
"Secret Service, Canadian Officials Disrupt $4.3M Ethereum “Approval Phishing” Scam",Neutral,https://cryptopanic.com/news/21126365/Secret-Service-Canadian-Officials-Disrupt-43M-Ethereum-Approval-Phishing-Scam?mtm_campaign=API-OFA,4/17/2025,11:22:57,2603.84,0.99890852,Neutral,0.676234365
Ethereum (ETH) ETFs Show Zero Performance,Neutral,https://cryptopanic.com/news/21150506/Ethereum-ETH-ETFs-Show-Zero-Performance?mtm_campaign=API-OFA,4/18/2025,8:56:00,1588.6,0.56633389,Bullish,0.527912796
Galaxy Digital Moves $100 Million in Ethereum: Strategic Shift or Sell-Off Signal?,Neutral,https://cryptopanic.com/news/21151619/Galaxy-Digital-Moves-100-Million-in-Ethereum-Strategic-Shift-or-Sell-Off-Signal?mtm_campaign=API-OFA,4/18/2025,9:13:19,1588.6,0.999621511,Neutral,0.5569821
Ethereum (ETH) ETFs Show Zero Performance,Neutral,https://cryptopanic.com/news/21150506/Ethereum-ETH-ETFs-Show-Zero-Performance?mtm_campaign=API-OFA,4/18/2025,8:56:00,1588.6,0.56633389,Bullish,0.527912796
Ethereum (ETH) ETFs Show Zero Performance,Neutral,https://cryptopanic.com/news/21150506/Ethereum-ETH-ETFs-Show-Zero-Performance?mtm_campaign=API-OFA,4/18/2025,8:56:00,1588.6,0.56633389,Bullish,0.527912796
Ethereum (ETH) ETFs Show Zero Performance,Neutral,https://cryptopanic.com/news/21150506/Ethereum-ETH-ETFs-Show-Zero-Performance?mtm_campaign=API-OFA,4/18/2025,8:56:00,2603.84,0.56633389,Bullish,0.527912796
"Ethereum Upgrades Could Boost Scalability, Payments Role: Binance",Positive,https://cryptopanic.com/news/21177574/Ethereum-Upgrades-Could-Boost-Scalability-Payments-Role-Binance?mtm_campaign=API-OFA,4/19/2025,19:44:08,1613.27,0.999999404,Neutral,0.635994673
Ethereum’s Next Big Move: 3 Bullish Signals That Could Skyrocket ETH,Positive,https://cryptopanic.com/news/21173642/Ethereums-Next-Big-Move-3-Bullish-Signals-That-Could-Skyrocket-ETH?mtm_campaign=API-OFA,4/19/2025,11:34:15,1613.27,0.999940276,Bullish,0.553065538
Massive Ethereum (ETH) Price Crash to $800 Predicted by Legendary Trader Brandt,Neutral,https://cryptopanic.com/news/21171082/Massive-Ethereum-ETH-Price-Crash-to-800-Predicted-by-Legendary-Trader-Brandt?mtm_campaign=API-OFA,4/19/2025,8:16:00,1613.27,0.999169469,Bullish,0.602936387
"Ethereum Upgrades Could Boost Scalability, Payments Role: Binance",Positive,https://cryptopanic.com/news/21177574/Ethereum-Upgrades-Could-Boost-Scalability-Payments-Role-Binance?mtm_campaign=API-OFA,4/19/2025,19:44:08,1613.27,0.999999404,Neutral,0.635994673
Ethereum’s Next Big Move: 3 Bullish Signals That Could Skyrocket ETH,Positive,https://cryptopanic.com/news/21173642/Ethereums-Next-Big-Move-3-Bullish-Signals-That-Could-Skyrocket-ETH?mtm_campaign=API-OFA,4/19/2025,11:34:15,1613.27,0.999940276,Bullish,0.553065538
Massive Ethereum (ETH) Price Crash to $800 Predicted by Legendary Trader Brandt,Neutral,https://cryptopanic.com/news/21171082/Massive-Ethereum-ETH-Price-Crash-to-800-Predicted-by-Legendary-Trader-Brandt?mtm_campaign=API-OFA,4/19/2025,8:16:00,1613.27,0.999169469,Bullish,0.602936387
"Ethereum Upgrades Could Boost Scalability, Payments Role: Binance",Positive,https://cryptopanic.com/news/21177574/Ethereum-Upgrades-Could-Boost-Scalability-Payments-Role-Binance?mtm_campaign=API-OFA,4/19/2025,19:44:08,1613.27,0.999999404,Neutral,0.635994673
Ethereum’s Next Big Move: 3 Bullish Signals That Could Skyrocket ETH,Positive,https://cryptopanic.com/news/21173642/Ethereums-Next-Big-Move-3-Bullish-Signals-That-Could-Skyrocket-ETH?mtm_campaign=API-OFA,4/19/2025,11:34:15,1613.27,0.999940276,Bullish,0.553065538
Massive Ethereum (ETH) Price Crash to $800 Predicted by Legendary Trader Brandt,Neutral,https://cryptopanic.com/news/21171082/Massive-Ethereum-ETH-Price-Crash-to-800-Predicted-by-Legendary-Trader-Brandt?mtm_campaign=API-OFA,4/19/2025,8:16:00,1613.27,0.999169469,Bullish,0.602936387
"Ethereum Upgrades Could Boost Scalability, Payments Role: Binance",Positive,https://cryptopanic.com/news/21177574/Ethereum-Upgrades-Could-Boost-Scalability-Payments-Role-Binance?mtm_campaign=API-OFA,4/19/2025,19:44:08,2603.84,0.999999404,Neutral,0.635994673
Peter Brandt warns of $800 Ethereum drop as XRP overtakes ETH in FDV,Neutral,https://cryptopanic.com/news/21174617/Peter-Brandt-warns-of-800-Ethereum-drop-as-XRP-overtakes-ETH-in-FDV?mtm_campaign=API-OFA,4/19/2025,13:21:37,2603.84,0.978988409,Neutral,0.447376579
Ethereum’s Next Big Move: 3 Bullish Signals That Could Skyrocket ETH,Positive,https://cryptopanic.com/news/21173642/Ethereums-Next-Big-Move-3-Bullish-Signals-That-Could-Skyrocket-ETH?mtm_campaign=API-OFA,4/19/2025,11:34:15,2603.84,0.999940276,Bullish,0.553065538
Massive Ethereum (ETH) Price Crash to $800 Predicted by Legendary Trader Brandt,Neutral,https://cryptopanic.com/news/21171082/Massive-Ethereum-ETH-Price-Crash-to-800-Predicted-by-Legendary-Trader-Brandt?mtm_campaign=API-OFA,4/19/2025,8:16:00,2603.84,0.999169469,Bullish,0.602936387
Bitcoiner PlanB slams ETH: ‘centralized &amp; premined’ shitcoin,Neutral,https://cryptopanic.com/news/21208765/Bitcoiner-PlanB-slams-ETH-centralized-amp-premined-shitcoin?mtm_campaign=API-OFA,4/21/2025,14:57:49,2603.84,0.999994397,Neutral,0.669994712
PlanB Criticizes Ethereum as a Centralized Pre-Mined Coin,Neutral,https://cryptopanic.com/news/21204538/PlanB-Criticizes-Ethereum-as-a-Centralized-Pre-Mined-Coin?mtm_campaign=API-OFA,4/21/2025,11:44:41,2603.84,0.999355137,Bearish,0.908333898
"Ethereum Foundation pivots focus to L1 scaling, frees Vitalik Buterin for research innovation",Neutral,https://cryptopanic.com/news/21204024/Ethereum-Foundation-pivots-focus-to-L1-scaling-frees-Vitalik-Buterin-for-research-innovation?mtm_campaign=API-OFA,4/21/2025,11:39:08,2603.84,0.99862504,Neutral,0.9510625
Vitalik Buterin proposes RISC-V overhaul to revive Ethereum’s execution layer,Neutral,https://cryptopanic.com/news/21193111/Vitalik-Buterin-proposes-RISC-V-overhaul-to-revive-Ethereums-execution-layer?mtm_campaign=API-OFA,4/21/2025,0:29:54,2603.84,0.99993825,Neutral,0.902743161
Ethereum Holds Above MVRV Band Low – A Final Dip Before Recovery?,Neutral,https://cryptopanic.com/news/21249796/Ethereum-Holds-Above-MVRV-Band-Low-A-Final-Dip-Before-Recovery?mtm_campaign=API-OFA,4/22/2025,22:30:02,2603.84,0.927721679,Neutral,0.579842091
"Galaxy Digital swaps $106 million ETH for SOL, as ether dominance drops to record low",Negative,https://cryptopanic.com/news/21231695/Galaxy-Digital-swaps-106-million-ETH-for-SOL-as-ether-dominance-drops-to-record-low?mtm_campaign=API-OFA,4/22/2025,10:51:16,2603.84,0.902343571,Neutral,0.870982885
Galaxy Digital Reportedly Swaps $100 Million Worth of Ethereum for Solana,Neutral,https://cryptopanic.com/news/21231584/Galaxy-Digital-Reportedly-Swaps-100-Million-Worth-of-Ethereum-for-Solana?mtm_campaign=API-OFA,4/22/2025,10:30:08,2603.84,0.999991775,Neutral,0.519801676
"Galaxy Digital's Mike Novogratz Swaps 65,600 ETH for 752,240 SOL Amid Market Shifts",Neutral,https://cryptopanic.com/news/21229978/Galaxy-Digitals-Mike-Novogratz-Swaps-65600-ETH-for-752240-SOL-Amid-Market-Shifts?mtm_campaign=API-OFA,4/22/2025,9:35:08,2603.84,0.998280883,Neutral,0.558598995
Galaxy Digital swapped $100M ETH for Solana (SOL) as meme activity picks,Positive,https://cryptopanic.com/news/21228694/Galaxy-Digital-swapped-100M-ETH-for-Solana-SOL-as-meme-activity-picks?mtm_campaign=API-OFA,4/22/2025,9:03:19,2603.84,0.992311656,Bullish,0.516702712
Institutions break up with Ethereum but keep ETH on the hook,Neutral,https://cryptopanic.com/news/21274553/Institutions-break-up-with-Ethereum-but-keep-ETH-on-the-hook?mtm_campaign=API-OFA,4/23/2025,15:09:56,2603.84,0.999855876,Neutral,0.961080313
Is Ethereum ETH a Dead Altcoin? Sui & Solana Taking Over?,Neutral,https://cryptopanic.com/news/21256444/Is-Ethereum-ETH-a-Dead-Altcoin-Sui-Solana-Taking-Over?mtm_campaign=API-OFA,4/23/2025,5:48:12,2603.84,0.852333128,Bullish,0.513544381
Ethereum (ETH) Underperforms All Top 5 Major Cryptos in Brutal 2025 Downtrend,Negative,https://cryptopanic.com/news/21251749/Ethereum-ETH-Underperforms-All-Top-5-Major-Cryptos-in-Brutal-2025-Downtrend?mtm_campaign=API-OFA,4/23/2025,0:00:00,2603.84,0.952438533,Neutral,0.683822989
"Ethereum Won't Survive, Cardano Founder Predicts",Neutral,https://cryptopanic.com/news/21292905/Ethereum-Wont-Survive-Cardano-Founder-Predicts?mtm_campaign=API-OFA,4/24/2025,6:07:28,2603.84,0.654659808,Bearish,0.6134848
"Cardano founder says Ethereum will go extinct in 10 to 15 years, like BlackBerry and Myspace",Neutral,https://cryptopanic.com/news/21306022/Cardano-founder-says-Ethereum-will-go-extinct-in-10-to-15-years-like-BlackBerry-and-Myspace?mtm_campaign=API-OFA,4/24/2025,13:33:02,2603.84,0.999986768,Bearish,0.920417726
