post,sentiment,url,published_date,published_time,price_xrp
Wall Street Legend Predicts Massive XRP Market Boom with this Surprising Milkshake Theory,positive,https://cryptopanic.com/news/20850872/Wall-Street-Legend-Predicts-Massive-XRP-Market-Boom-with-this-Surprising-Milkshake-Theory?mtm_campaign=API-OFA,2025-03-20,11:00:48,2.41
XRP Stumbles—But Analysts Still See A Path To $70,neutral,https://cryptopanic.com/news/20843334/XRP-StumblesBut-Analysts-Still-See-A-Path-To-70?mtm_campaign=API-OFA,2025-03-18,22:30:56,2.41
Proposal on SEC website suggests XRP as a strategic asset for US financial system,neutral,https://cryptopanic.com/news/20832665/Proposal-on-SEC-website-suggests-XRP-as-a-strategic-asset-for-US-financial-system?mtm_campaign=API-OFA,2025-03-16,16:07:53,2.41
Ripple moves $465 million of March’s sell reserve; Will XRP price suffer?,neutral,https://cryptopanic.com/news/20826963/Ripple-moves-465-million-of-Marchs-sell-reserve-Will-XRP-price-suffer?mtm_campaign=API-OFA,2025-03-14,15:03:22,2.41
"BlackRock will file for both Solana and XRP ETFs, Nate Geraci",neutral,https://cryptopanic.com/news/20826694/BlackRock-will-file-for-both-Solana-and-XRP-ETFs-Nate-Geraci?mtm_campaign=API-OFA,2025-03-14,14:13:32,2.41
SEC website posts document naming XRP as a strategic asset for U.S.,neutral,https://cryptopanic.com/news/20825816/SEC-website-posts-document-naming-XRP-as-a-strategic-asset-for-US?mtm_campaign=API-OFA,2025-03-14,11:14:55,2.41
"SEC May Reclassify XRP as Commodity, Boosting Market Hopes",neutral,https://cryptopanic.com/news/20825054/SEC-May-Reclassify-XRP-as-Commodity-Boosting-Market-Hopes?mtm_campaign=API-OFA,2025-03-14,07:59:58,2.41
XRP News: New Proposal Seeks SEC Settlement with Ripple by Classifying XRP as a Payment Network,neutral,https://cryptopanic.com/news/20824386/XRP-News-New-Proposal-Seeks-SEC-Settlement-with-Ripple-by-Classifying-XRP-as-a-Payment-Network?mtm_campaign=API-OFA,2025-03-14,03:22:53,2.41
"$1,500,000,000,000 Asset Manager Franklin Templeton Files for XRP ETF",neutral,https://cryptopanic.com/news/20823024/1500000000000-Asset-Manager-Franklin-Templeton-Files-for-XRP-ETF?mtm_campaign=API-OFA,2025-03-13,18:45:44,2.41
SEC considers classifying XRP as commodity in settlement talks with Ripple,neutral,https://cryptopanic.com/news/20822779/SEC-considers-classifying-XRP-as-commodity-in-settlement-talks-with-Ripple?mtm_campaign=API-OFA,2025-03-13,17:53:17,2.41
XRP Transfers Explode Past $5 Billion In 24 Hours as Wallets Surge over 600%,negative,https://cryptopanic.com/news/20801260/XRP-Transfers-Explode-Past-5-Billion-In-24-Hours-as-Wallets-Surge-over-600?mtm_campaign=API-OFA,2025-03-09,14:05:10,2.41
"US Government Will Only Buy Bitcoin, Not ETH, XRP, SOL and ADA",neutral,https://cryptopanic.com/news/20784163/US-Government-Will-Only-Buy-Bitcoin-Not-ETH-XRP-SOL-and-ADA?mtm_campaign=API-OFA,2025-03-05,12:10:39,2.41
"XRP: 24% Retrace is Mind-Blowing, Ethereum (ETH) Looks Even Worse Than Before, Cardano (ADA): Biggest Volatility Surge in Years",negative,https://cryptopanic.com/news/20781362/XRP-24-Retrace-is-Mind-Blowing-Ethereum-ETH-Looks-Even-Worse-Than-Before-Cardano-ADA-Biggest-Volatility-Surge-in-Years?mtm_campaign=API-OFA,2025-03-05,00:01:00,2.41
Cardano Rallies 43% In Seven Days: What Is Going On With ADA?,neutral,https://cryptopanic.com/news/20780686/Cardano-Rallies-43-In-Seven-Days-What-Is-Going-On-With-ADA?mtm_campaign=API-OFA,2025-03-04,20:03:51,2.41
Why XRP and ADA don’t deserve to be on Trump’s Strategic Crypto Reserve,neutral,https://cryptopanic.com/news/20774538/Why-XRP-and-ADA-dont-deserve-to-be-on-Trumps-Strategic-Crypto-Reserve?mtm_campaign=API-OFA,2025-03-03,18:14:25,2.41
Ripple prepares for what could be a $795 million XRP sale in March,neutral,https://cryptopanic.com/news/20772891/Ripple-prepares-for-what-could-be-a-795-million-XRP-sale-in-March?mtm_campaign=API-OFA,2025-03-03,12:50:39,2.41
"Trump Announces US Crypto Reserve with XRP, Solana, and Cardano",neutral,https://cryptopanic.com/news/20771576/Trump-Announces-US-Crypto-Reserve-with-XRP-Solana-and-Cardano?mtm_campaign=API-OFA,2025-03-03,08:27:59,2.41
"President Trump Reveals U.S. Crypto Reserve Bombshell — Sending BTC, ETH, Ripple’s XRP, Solana, And Cardano Rocketing",neutral,https://cryptopanic.com/news/20770004/President-Trump-Reveals-US-Crypto-Reserve-Bombshell-Sending-BTC-ETH-Ripples-XRP-Solana-And-Cardano-Rocketing?mtm_campaign=API-OFA,2025-03-02,19:31:52,2.41
Ripple’s XRP Bulls Show Dominant Presence as Bears Get Rejected at Major 2017-2018 Support Level,neutral,https://cryptopanic.com/news/20769950/Ripples-XRP-Bulls-Show-Dominant-Presence-as-Bears-Get-Rejected-at-Major-2017-2018-Support-Level?mtm_campaign=API-OFA,2025-03-02,19:10:28,2.41
"Bitcoin Will Explode Over $120,000 on Monday as ETF Demand Skyrockets Amid Trump’s BTC Reserve Announcement",neutral,https://cryptopanic.com/news/20769674/Bitcoin-Will-Explode-Over-120000-on-Monday-as-ETF-Demand-Skyrockets-Amid-Trumps-BTC-Reserve-Announcement?mtm_campaign=API-OFA,2025-03-02,17:20:45,2.41
"Breaking: Trump Announces U.S. Crypto Strategic Reserve Including XRP, SOL, ADA, BTC, and ETH",neutral,https://cryptopanic.com/news/20769643/Breaking-Trump-Announces-US-Crypto-Strategic-Reserve-Including-XRP-SOL-ADA-BTC-and-ETH?mtm_campaign=API-OFA,2025-03-02,17:11:40,2.41
Trump says Bitcoin and Ethereum will be included in US crypto reserve,neutral,https://cryptopanic.com/news/20769569/Trump-says-Bitcoin-and-Ethereum-will-be-included-in-US-crypto-reserve?mtm_campaign=API-OFA,2025-03-02,16:46:55,2.41
"President Trump announces a Crypto Strategic Reserve that includes XRP, SOL, and ADA",neutral,https://cryptopanic.com/news/20769419/President-Trump-announces-a-Crypto-Strategic-Reserve-that-includes-XRP-SOL-and-ADA?mtm_campaign=API-OFA,2025-03-02,16:01:45,2.41
"Trump directs working group to ‘move forward’ on SOL, XRP, and ADA Crypto Strategic Reserve",neutral,https://cryptopanic.com/news/20769328/Trump-directs-working-group-to-move-forward-on-SOL-XRP-and-ADA-Crypto-Strategic-Reserve?mtm_campaign=API-OFA,2025-03-02,15:47:32,2.41
"Trump to include XRP, SOL, and ADA in US crypto reserve",neutral,https://cryptopanic.com/news/20769299/Trump-to-include-XRP-SOL-and-ADA-in-US-crypto-reserve?mtm_campaign=API-OFA,2025-03-02,15:34:02,2.41
XRP News Today: Ripple now partners up with BDACS,neutral,https://cryptopanic.com/news/20759718/XRP-News-Today-Ripple-now-partners-up-with-BDACS?mtm_campaign=API-OFA,2025-02-28,00:39:05,2.41
XRP Ledger unveils institutional DeFi roadmap,neutral,https://cryptopanic.com/news/20752603/XRP-Ledger-unveils-institutional-DeFi-roadmap?mtm_campaign=API-OFA,2025-02-26,18:46:49,2.41
WisdomTree XRP ETF countdown begins as Federal Register publishes filing,neutral,https://cryptopanic.com/news/20752580/WisdomTree-XRP-ETF-countdown-begins-as-Federal-Register-publishes-filing?mtm_campaign=API-OFA,2025-02-26,18:43:37,2.41
Litecoin (LTC) on Verge of Repeating XRP and Solana (SOL) Success,positive,https://cryptopanic.com/news/20728220/Litecoin-LTC-on-Verge-of-Repeating-XRP-and-Solana-SOL-Success?mtm_campaign=API-OFA,2025-02-21,09:36:00,2.41
Are XRP and DOGE Preparing for 25% Price Moves?,neutral,https://cryptopanic.com/news/20724564/Are-XRP-and-DOGE-Preparing-for-25-Price-Moves?mtm_campaign=API-OFA,2025-02-20,15:10:57,2.41
First-Ever Spot XRP ETF Gets Green Light in Brazil,neutral,https://cryptopanic.com/news/20721057/First-Ever-Spot-XRP-ETF-Gets-Green-Light-in-Brazil?mtm_campaign=API-OFA,2025-02-20,00:16:02,2.41
SEC seeks public comments for WisdomTree’s proposal for an XRP ETF,neutral,https://cryptopanic.com/news/20720082/SEC-seeks-public-comments-for-WisdomTrees-proposal-for-an-XRP-ETF?mtm_campaign=API-OFA,2025-02-19,19:13:22,2.41
World’s first XRP spot ETF to debut on Brazil’s leading stock exchange,positive,https://cryptopanic.com/news/20719659/Worlds-first-XRP-spot-ETF-to-debut-on-Brazils-leading-stock-exchange?mtm_campaign=API-OFA,2025-02-19,17:28:08,2.41
"Donald Trump turns pro-XRP, shares Ripple Labs reports on Truth Social",neutral,https://cryptopanic.com/news/20718580/Donald-Trump-turns-pro-XRP-shares-Ripple-Labs-reports-on-Truth-Social?mtm_campaign=API-OFA,2025-02-19,14:00:23,2.41
The Only 4 Coins Priced Below $5 with 2500% Potential: Time to Pivot from Ripple (XRP),neutral,https://cryptopanic.com/news/21829077/The-Only-4-Coins-Priced-Below-5-with-2500-Potential-Time-to-Pivot-from-Ripple-XRP?mtm_campaign=API-OFA,2025-05-15,14:30:53,2.41
Crypto Market Doubles Down on XRP All-Time High Prediction,neutral,https://cryptopanic.com/news/21818388/Crypto-Market-Doubles-Down-on-XRP-All-Time-High-Prediction?mtm_campaign=API-OFA,2025-05-15,08:31:42,2.41
"XRP Becomes Third Largest Crypto After 21% Surge, Can it Overtake ETH?",neutral,https://cryptopanic.com/news/21795587/XRP-Becomes-Third-Largest-Crypto-After-21-Surge-Can-it-Overtake-ETH?mtm_campaign=API-OFA,2025-05-14,13:44:02,2.41
XRP futures open interest surges by more than $1 billion in a week,positive,https://cryptopanic.com/news/21763707/XRP-futures-open-interest-surges-by-more-than-1-billion-in-a-week?mtm_campaign=API-OFA,2025-05-13,13:28:13,2.41
"XRP Defies Market Correction Trend, BTC Price Slips Below $103K (Market Watch)",neutral,https://cryptopanic.com/news/21756484/XRP-Defies-Market-Correction-Trend-BTC-Price-Slips-Below-103K-Market-Watch?mtm_campaign=API-OFA,2025-05-13,09:15:26,2.41
"XRP adds $7 billion in a day, defying market pullback",neutral,https://cryptopanic.com/news/21755260/XRP-adds-7-billion-in-a-day-defying-market-pullback?mtm_campaign=API-OFA,2025-05-13,08:55:53,2.41
XRP overtakes USDT as third-largest crypto after 10% price surge in 24 hours,neutral,https://cryptopanic.com/news/21739301/XRP-overtakes-USDT-as-third-largest-crypto-after-10-price-surge-in-24-hours?mtm_campaign=API-OFA,2025-05-12,17:59:34,2.41
Crypto’s David Slays Goliath: How Ripple Turned a SEC Lawsuit into a Strategic Win for XRP,positive,https://cryptopanic.com/news/21735304/Cryptos-David-Slays-Goliath-How-Ripple-Turned-a-SEC-Lawsuit-into-a-Strategic-Win-for-XRP?mtm_campaign=API-OFA,2025-05-12,14:46:28,2.41
New XRP Rally Incoming? Analyst Believes This Cycle Is Unique,positive,https://cryptopanic.com/news/21716352/New-XRP-Rally-Incoming-Analyst-Believes-This-Cycle-Is-Unique?mtm_campaign=API-OFA,2025-05-11,21:00:51,2.41
"Ethereum to $10K &#039;can&#039;t be ruled out&#039; as ETH price makes sharp gains vs. SOL, XRP",negative,https://cryptopanic.com/news/21714233/Ethereum-to-10K-039can039t-be-ruled-out039-as-ETH-price-makes-sharp-gains-vs-SOL-XRP?mtm_campaign=API-OFA,2025-05-11,16:02:26,2.41
Ripple’s XRP Whales Bet On $5 XRP Price In May As Bulls Eye New Monthly Peak,positive,https://cryptopanic.com/news/21713068/Ripples-XRP-Whales-Bet-On-5-XRP-Price-In-May-As-Bulls-Eye-New-Monthly-Peak?mtm_campaign=API-OFA,2025-05-11,13:35:21,2.41
XRP Poised for Liftoff as Daily Chart Flips Bullish,neutral,https://cryptopanic.com/news/21697771/XRP-Poised-for-Liftoff-as-Daily-Chart-Flips-Bullish?mtm_campaign=API-OFA,2025-05-10,08:37:32,2.41
Ripple played Trump to pump XRP — now he’s cutting ties,negative,https://cryptopanic.com/news/21679142/Ripple-played-Trump-to-pump-XRP-now-hes-cutting-ties?mtm_campaign=API-OFA,2025-05-09,10:41:48,2.41
Florida-based Wellgistics to adopt XRP for payments and treasury reserve with $50 million credit facility,neutral,https://cryptopanic.com/news/21677854/Florida-based-Wellgistics-to-adopt-XRP-for-payments-and-treasury-reserve-with-50-million-credit-facility?mtm_campaign=API-OFA,2025-05-09,09:34:24,2.41
XRP Flight to $10 Ignited as SEC Finally Reaches $50 Million Settlement With Ripple,neutral,https://cryptopanic.com/news/21676612/XRP-Flight-to-10-Ignited-as-SEC-Finally-Reaches-50-Million-Settlement-With-Ripple?mtm_campaign=API-OFA,2025-05-09,08:32:05,2.41
"SEC, Ripple Ink $50M Settlement to End Long-Running Legal Battle",neutral,https://cryptopanic.com/news/21675338/SEC-Ripple-Ink-50M-Settlement-to-End-Long-Running-Legal-Battle?mtm_campaign=API-OFA,2025-05-09,07:54:57,2.41
XRP in U.S. Crypto Reserve Was Not Trump’s Idea: Here’s The Truth,neutral,https://cryptopanic.com/news/21675271/XRP-in-US-Crypto-Reserve-Was-Not-Trumps-Idea-Heres-The-Truth?mtm_campaign=API-OFA,2025-05-09,07:41:32,2.41
XRP Price Breaks Through Hurdles—Could a Bullish Surge Follow?,neutral,https://cryptopanic.com/news/21672128/XRP-Price-Breaks-Through-HurdlesCould-a-Bullish-Surge-Follow?mtm_campaign=API-OFA,2025-05-09,04:28:45,2.41
SEC Files for $50 Million Settlement With Ripple Over XRP Lawsuit,neutral,https://cryptopanic.com/news/21667397/SEC-Files-for-50-Million-Settlement-With-Ripple-Over-XRP-Lawsuit?mtm_campaign=API-OFA,2025-05-08,22:04:48,2.41
"SEC and Ripple Settle XRP Lawsuit With $50 Million Payment, Dropping Appeals Pending Court Lifting Injunction",neutral,https://cryptopanic.com/news/21666221/SEC-and-Ripple-Settle-XRP-Lawsuit-With-50-Million-Payment-Dropping-Appeals-Pending-Court-Lifting-Injunction?mtm_campaign=API-OFA,2025-05-08,21:05:17,2.41
Trump feels manipulated after learning his XRP post was pushed by Ripple-linked lobbyist,neutral,https://cryptopanic.com/news/21663915/Trump-feels-manipulated-after-learning-his-XRP-post-was-pushed-by-Ripple-linked-lobbyist?mtm_campaign=API-OFA,2025-05-08,19:06:30,2.41
Trump tricked into pushing XRP for crypto reserve: Report,neutral,https://cryptopanic.com/news/21663268/Trump-tricked-into-pushing-XRP-for-crypto-reserve-Report?mtm_campaign=API-OFA,2025-05-08,18:32:08,2.41
XRP Will Be in Strategic Reserve Only if It Hits $500B This Year,neutral,https://cryptopanic.com/news/21648580/XRP-Will-Be-in-Strategic-Reserve-Only-if-It-Hits-500B-This-Year?mtm_campaign=API-OFA,2025-05-08,09:12:40,2.41
Ripple News: XRP Trading Volume Hits $16B But On-Chain Metrics Fall,neutral,https://cryptopanic.com/news/21619435/Ripple-News-XRP-Trading-Volume-Hits-16B-But-On-Chain-Metrics-Fall?mtm_campaign=API-OFA,2025-05-07,10:25:30,2.41
World’s first spot XRP crashes almost 10% in a week,positive,https://cryptopanic.com/news/21589786/Worlds-first-spot-XRP-crashes-almost-10-in-a-week?mtm_campaign=API-OFA,2025-05-06,10:50:00,2.41
Expert Says XRP is ‘Insanely Overvalued’ But Not ‘Worthless’,negative,https://cryptopanic.com/news/21587985/Expert-Says-XRP-is-Insanely-Overvalued-But-Not-Worthless?mtm_campaign=API-OFA,2025-05-06,09:14:20,2.41
"Trump’s Ultra Bullish Crypto Moves To Drive $90 Billion Race For XRP, Solana ETF Approval",neutral,https://cryptopanic.com/news/21552036/Trumps-Ultra-Bullish-Crypto-Moves-To-Drive-90-Billion-Race-For-XRP-Solana-ETF-Approval?mtm_campaign=API-OFA,2025-05-04,19:07:19,2.41
SEC drops Ripple case after 4 years: Sign of clearer crypto regulations?,neutral,https://cryptopanic.com/news/21534088/SEC-drops-Ripple-case-after-4-years-Sign-of-clearer-crypto-regulations?mtm_campaign=API-OFA,2025-05-03,11:00:46,2.41
Smart money quietly buys 900 million XRP,positive,https://cryptopanic.com/news/21516631/Smart-money-quietly-buys-900-million-XRP?mtm_campaign=API-OFA,2025-05-02,14:38:43,2.41
"Donald Trump’s 2025 Tax Plan Could Spark a 1000% XRP Price Rally, Analyst Claims",neutral,https://cryptopanic.com/news/21445011/Donald-Trumps-2025-Tax-Plan-Could-Spark-a-1000-XRP-Price-Rally-Analyst-Claims?mtm_campaign=API-OFA,2025-04-30,10:49:32,2.41
Trump’s First 100 Days: The Impact on Crypto,positive,https://cryptopanic.com/news/21417490/Trumps-First-100-Days-The-Impact-on-Crypto?mtm_campaign=API-OFA,2025-04-29,13:19:24,2.41
XRP To Replace SWIFT? Ripple CEO Uncovers a $155T Opportunity,neutral,https://cryptopanic.com/news/21416191/XRP-To-Replace-SWIFT-Ripple-CEO-Uncovers-a-155T-Opportunity?mtm_campaign=API-OFA,2025-04-29,13:00:00,2.41
XRP price prediction as world’s first spot ETF goes live,positive,https://cryptopanic.com/news/21359497/XRP-price-prediction-as-worlds-first-spot-ETF-goes-live?mtm_campaign=API-OFA,2025-04-26,15:06:53,2.41
CME Group set to debut XRP futures on May 19,neutral,https://cryptopanic.com/news/21306137/CME-Group-set-to-debut-XRP-futures-on-May-19?mtm_campaign=API-OFA,2025-04-24,13:47:32,2.41
Ripple’s XRP ETF Approval Poised to Catapult XRP Bulls to Never-Before-Seen Levels,neutral,https://cryptopanic.com/news/21249792/Ripples-XRP-ETF-Approval-Poised-to-Catapult-XRP-Bulls-to-Never-Before-Seen-Levels?mtm_campaign=API-OFA,2025-04-22,22:21:59,2.41
Solana and XRP Leading in ETF Filings,neutral,https://cryptopanic.com/news/21227578/Solana-and-XRP-Leading-in-ETF-Filings?mtm_campaign=API-OFA,2025-04-22,07:59:09,2.41
Peter Brandt warns of $800 Ethereum drop as XRP overtakes ETH in FDV,neutral,https://cryptopanic.com/news/21174617/Peter-Brandt-warns-of-800-Ethereum-drop-as-XRP-overtakes-ETH-in-FDV?mtm_campaign=API-OFA,2025-04-19,13:21:37,2.41
Ethereum Dominance Hits 5 Year Low — Analysts Say It’s the Perfect Entry Point,positive,https://cryptopanic.com/news/21123915/Ethereum-Dominance-Hits-5-Year-Low-Analysts-Say-Its-the-Perfect-Entry-Point?mtm_campaign=API-OFA,2025-04-17,09:35:09,2.41
"Crypto Market Rises Sharply, but Experts Warn it May Be a ‘Dead Cat Bounce’",negative,https://cryptopanic.com/news/21019505/Crypto-Market-Rises-Sharply-but-Experts-Warn-it-May-Be-a-Dead-Cat-Bounce?mtm_campaign=API-OFA,2025-04-10,15:12:43,2.41
XRP Will Overtake Ethereum By 2028: Standard Chartered,neutral,https://cryptopanic.com/news/20964396/XRP-Will-Overtake-Ethereum-By-2028-Standard-Chartered?mtm_campaign=API-OFA,2025-04-08,12:26:16,2.41
XRP network activity collapses 65%,neutral,https://cryptopanic.com/news/20928911/XRP-network-activity-collapses-65?mtm_campaign=API-OFA,2025-04-04,19:23:00,2.41
Kraken Announces Support for RLUSD As Stablecoin Integrates Into Ripple’s Payment’s Network,neutral,https://cryptopanic.com/news/20912158/Kraken-Announces-Support-for-RLUSD-As-Stablecoin-Integrates-Into-Ripples-Payments-Network?mtm_campaign=API-OFA,2025-04-02,18:41:22,2.41
"XRP Might Drop Below $2, Goldman Sachs Makes Key Fed Prediction, Ripple's RLUSD Flips Major Stablecoins in This Key Metric: Crypto News Digest by U.Today",neutral,https://cryptopanic.com/news/20905184/XRP-Might-Drop-Below-2-Goldman-Sachs-Makes-Key-Fed-Prediction-Ripples-RLUSD-Flips-Major-Stablecoins-in-This-Key-Metric-Crypto-News-Digest-by-UToday?mtm_campaign=API-OFA,2025-04-01,16:22:00,2.41
"Grayscale files S-3 to turn Bitcoin, Ether, XRP, and ADA large cap fund into a spot ETF",positive,https://cryptopanic.com/news/20904739/Grayscale-files-S-3-to-turn-Bitcoin-Ether-XRP-and-ADA-large-cap-fund-into-a-spot-ETF?mtm_campaign=API-OFA,2025-04-01,14:56:04,2.41
Altcoins see inflows for first time in 5 weeks as ‘positive but cautious’ investors add $226 million to global crypto funds: CoinShares,positive,https://cryptopanic.com/news/20898099/Altcoins-see-inflows-for-first-time-in-5-weeks-as-positive-but-cautious-investors-add-226-million-to-global-crypto-funds-CoinShares?mtm_campaign=API-OFA,2025-03-31,10:35:49,2.41
1.15 Million XRP in 24 Hours: $3 Ready?,positive,https://cryptopanic.com/news/20876448/115-Million-XRP-in-24-Hours-3-Ready?mtm_campaign=API-OFA,2025-03-26,11:14:00,2.41
XRP ETF Incoming? Analyst Says Ripple’s Legal Win Changes Everything,positive,https://cryptopanic.com/news/20875440/XRP-ETF-Incoming-Analyst-Says-Ripples-Legal-Win-Changes-Everything?mtm_campaign=API-OFA,2025-03-26,07:53:52,2.41
XRP Price Prediction: Analysts now eye $10 by 2030,neutral,https://cryptopanic.com/news/20869129/XRP-Price-Prediction-Analysts-now-eye-10-by-2030?mtm_campaign=API-OFA,2025-03-25,00:34:59,2.41
Ripple Co-Founder Funds Space Station with XRP Profits,neutral,https://cryptopanic.com/news/20864705/Ripple-Co-Founder-Funds-Space-Station-with-XRP-Profits?mtm_campaign=API-OFA,2025-03-24,07:22:12,2.41
XRP ETF Approval Date Nears,neutral,https://cryptopanic.com/news/20862671/XRP-ETF-Approval-Date-Nears?mtm_campaign=API-OFA,2025-03-23,12:30:00,2.41
$10 XRP Price Closer Than Ever As Ripple Emerges Victorious in SEC Lawsuit,neutral,https://cryptopanic.com/news/20853500/10-XRP-Price-Closer-Than-Ever-As-Ripple-Emerges-Victorious-in-SEC-Lawsuit?mtm_campaign=API-OFA,2025-03-20,20:02:34,2.41
Wall Street Legend Predicts Massive XRP Market Boom with this Surprising Milkshake Theory,positive,https://cryptopanic.com/news/20850872/Wall-Street-Legend-Predicts-Massive-XRP-Market-Boom-with-this-Surprising-Milkshake-Theory?mtm_campaign=API-OFA,2025-03-20,11:00:48,2.41
SEC withdraws appeal in legal dispute against Ripple,neutral,https://cryptopanic.com/news/20850179/SEC-withdraws-appeal-in-legal-dispute-against-Ripple?mtm_campaign=API-OFA,2025-03-20,08:45:15,2.41
"Ripple CEO downplays IPO plans after Ripple-SEC case ends, XRP surges",neutral,https://cryptopanic.com/news/20848156/Ripple-CEO-downplays-IPO-plans-after-Ripple-SEC-case-ends-XRP-surges?mtm_campaign=API-OFA,2025-03-19,19:37:59,2.41
SEC dropping Ripple case is ‘final exclamation mark’ that XRP is not a security — John Deaton,neutral,https://cryptopanic.com/news/20847503/SEC-dropping-Ripple-case-is-final-exclamation-mark-that-XRP-is-not-a-security-John-Deaton?mtm_campaign=API-OFA,2025-03-19,17:08:56,2.41
Can XRP Hit $70? This analyst says its coming soon,neutral,https://cryptopanic.com/news/20843797/Can-XRP-Hit-70-This-analyst-says-its-coming-soon?mtm_campaign=API-OFA,2025-03-19,00:09:54,2.41
XRP Stumbles—But Analysts Still See A Path To $70,neutral,https://cryptopanic.com/news/20843334/XRP-StumblesBut-Analysts-Still-See-A-Path-To-70?mtm_campaign=API-OFA,2025-03-18,22:30:56,2.41
Proposal on SEC website suggests XRP as a strategic asset for US financial system,neutral,https://cryptopanic.com/news/20832665/Proposal-on-SEC-website-suggests-XRP-as-a-strategic-asset-for-US-financial-system?mtm_campaign=API-OFA,2025-03-16,16:07:53,2.41
Ripple moves $465 million of March’s sell reserve; Will XRP price suffer?,neutral,https://cryptopanic.com/news/20826963/Ripple-moves-465-million-of-Marchs-sell-reserve-Will-XRP-price-suffer?mtm_campaign=API-OFA,2025-03-14,15:03:22,2.41
"BlackRock will file for both Solana and XRP ETFs, Nate Geraci",neutral,https://cryptopanic.com/news/20826694/BlackRock-will-file-for-both-Solana-and-XRP-ETFs-Nate-Geraci?mtm_campaign=API-OFA,2025-03-14,14:13:32,2.41
"Ethereum to $10K &#039;can&#039;t be ruled out&#039; as ETH price makes sharp gains vs. SOL, XRP",negative,https://cryptopanic.com/news/21714233/Ethereum-to-10K-039can039t-be-ruled-out039-as-ETH-price-makes-sharp-gains-vs-SOL-XRP?mtm_campaign=API-OFA,2025-05-11,16:02:26,2.41
Ripple’s XRP Whales Bet On $5 XRP Price In May As Bulls Eye New Monthly Peak,positive,https://cryptopanic.com/news/21713068/Ripples-XRP-Whales-Bet-On-5-XRP-Price-In-May-As-Bulls-Eye-New-Monthly-Peak?mtm_campaign=API-OFA,2025-05-11,13:35:21,2.41
XRP Flight to $10 Ignited as SEC Finally Reaches $50 Million Settlement With Ripple,neutral,https://cryptopanic.com/news/21676612/XRP-Flight-to-10-Ignited-as-SEC-Finally-Reaches-50-Million-Settlement-With-Ripple?mtm_campaign=API-OFA,2025-05-09,08:32:05,2.41
"SEC and Ripple Settle XRP Lawsuit With $50 Million Payment, Dropping Appeals Pending Court Lifting Injunction",neutral,https://cryptopanic.com/news/21666221/SEC-and-Ripple-Settle-XRP-Lawsuit-With-50-Million-Payment-Dropping-Appeals-Pending-Court-Lifting-Injunction?mtm_campaign=API-OFA,2025-05-08,21:05:17,2.41
Trump feels manipulated after learning his XRP post was pushed by Ripple-linked lobbyist,neutral,https://cryptopanic.com/news/21663915/Trump-feels-manipulated-after-learning-his-XRP-post-was-pushed-by-Ripple-linked-lobbyist?mtm_campaign=API-OFA,2025-05-08,19:06:30,2.41
Trump tricked into pushing XRP for crypto reserve: Report,neutral,https://cryptopanic.com/news/21663268/Trump-tricked-into-pushing-XRP-for-crypto-reserve-Report?mtm_campaign=API-OFA,2025-05-08,18:32:08,2.41
Ripple News: XRP Trading Volume Hits $16B But On-Chain Metrics Fall,neutral,https://cryptopanic.com/news/21619435/Ripple-News-XRP-Trading-Volume-Hits-16B-But-On-Chain-Metrics-Fall?mtm_campaign=API-OFA,2025-05-07,10:25:30,2.41
World’s first spot XRP crashes almost 10% in a week,positive,https://cryptopanic.com/news/21589786/Worlds-first-spot-XRP-crashes-almost-10-in-a-week?mtm_campaign=API-OFA,2025-05-06,10:50:00,2.41
"Trump’s Ultra Bullish Crypto Moves To Drive $90 Billion Race For XRP, Solana ETF Approval",neutral,https://cryptopanic.com/news/21552036/Trumps-Ultra-Bullish-Crypto-Moves-To-Drive-90-Billion-Race-For-XRP-Solana-ETF-Approval?mtm_campaign=API-OFA,2025-05-04,19:07:19,2.41
SEC drops Ripple case after 4 years: Sign of clearer crypto regulations?,neutral,https://cryptopanic.com/news/21534088/SEC-drops-Ripple-case-after-4-years-Sign-of-clearer-crypto-regulations?mtm_campaign=API-OFA,2025-05-03,11:00:46,2.41
"Crypto Market Rises Sharply, but Experts Warn it May Be a ‘Dead Cat Bounce’",negative,https://cryptopanic.com/news/21019505/Crypto-Market-Rises-Sharply-but-Experts-Warn-it-May-Be-a-Dead-Cat-Bounce?mtm_campaign=API-OFA,2025-04-10,15:12:43,2.41
Altcoins see inflows for first time in 5 weeks as ‘positive but cautious’ investors add $226 million to global crypto funds: CoinShares,positive,https://cryptopanic.com/news/20898099/Altcoins-see-inflows-for-first-time-in-5-weeks-as-positive-but-cautious-investors-add-226-million-to-global-crypto-funds-CoinShares?mtm_campaign=API-OFA,2025-03-31,10:35:49,2.41
XRP ETF Incoming? Analyst Says Ripple’s Legal Win Changes Everything,positive,https://cryptopanic.com/news/20875440/XRP-ETF-Incoming-Analyst-Says-Ripples-Legal-Win-Changes-Everything?mtm_campaign=API-OFA,2025-03-26,07:53:52,2.41
Ripple Co-Founder Funds Space Station with XRP Profits,neutral,https://cryptopanic.com/news/20864705/Ripple-Co-Founder-Funds-Space-Station-with-XRP-Profits?mtm_campaign=API-OFA,2025-03-24,07:22:12,2.41
SEC website posts document naming XRP as a strategic asset for U.S.,neutral,https://cryptopanic.com/news/20825816/SEC-website-posts-document-naming-XRP-as-a-strategic-asset-for-US?mtm_campaign=API-OFA,2025-03-14,11:14:55,2.41
