post,sentiment,url,published_date,published_time,price_xrp,confidence,sentiment_label,sentiment_score
Proposal on SEC website suggests XRP as a strategic asset for US financial system,Neutral,https://cryptopanic.com/news/20832665/Proposal-on-SEC-website-suggests-XRP-as-a-strategic-asset-for-US-financial-system?mtm_campaign=API-OFA,3/16/2025,16:07:53,2.41,0.802494347,Neutral,0.645195067
XRP Stumbles—But Analysts Still See A Path To $70,Negative,https://cryptopanic.com/news/20843334/XRP-StumblesBut-Analysts-Still-See-A-Path-To-70?mtm_campaign=API-OFA,3/18/2025,22:30:56,2.2851,0.956209064,Bullish,0.679042995
XRP Stumbles—But Analysts Still See A Path To $70,Negative,https://cryptopanic.com/news/20843334/XRP-StumblesBut-Analysts-Still-See-A-Path-To-70?mtm_campaign=API-OFA,3/18/2025,22:30:56,2.2851,0.956209064,Bullish,0.679042995
83% of institutions plan to up crypto allocations in 2025: Coinbase,Neutral,https://cryptopanic.com/news/20842762/83-of-institutions-plan-to-up-crypto-allocations-in-2025-Coinbase?mtm_campaign=API-OFA,3/18/2025,19:29:31,2.2851,0.999997973,Neutral,0.88228035
XRP Stumbles—But Analysts Still See A Path To $70,Negative,https://cryptopanic.com/news/20843334/XRP-StumblesBut-Analysts-Still-See-A-Path-To-70?mtm_campaign=API-OFA,3/18/2025,22:30:56,2.2851,0.956209064,Bullish,0.679042995
XRP Stumbles—But Analysts Still See A Path To $70,Negative,https://cryptopanic.com/news/20843334/XRP-StumblesBut-Analysts-Still-See-A-Path-To-70?mtm_campaign=API-OFA,3/18/2025,22:30:56,2.41,0.956209064,Bullish,0.679042995
XRP Stumbles—But Analysts Still See A Path To $70,Negative,https://cryptopanic.com/news/20843334/XRP-StumblesBut-Analysts-Still-See-A-Path-To-70?mtm_campaign=API-OFA,3/18/2025,22:30:56,2.41,0.956209064,Bullish,0.679042995
83% of institutions plan to up crypto allocations in 2025: Coinbase,Neutral,https://cryptopanic.com/news/20842762/83-of-institutions-plan-to-up-crypto-allocations-in-2025-Coinbase?mtm_campaign=API-OFA,3/18/2025,19:29:31,2.41,0.999997973,Neutral,0.88228035
XRP Stumbles—But Analysts Still See A Path To $70,Negative,https://cryptopanic.com/news/20843334/XRP-StumblesBut-Analysts-Still-See-A-Path-To-70?mtm_campaign=API-OFA,3/18/2025,22:30:56,2.41,0.956209064,Bullish,0.679042995
"Ripple CEO downplays IPO plans after Ripple-SEC case ends, XRP surges",Negative,https://cryptopanic.com/news/20848156/Ripple-CEO-downplays-IPO-plans-after-Ripple-SEC-case-ends-XRP-surges?mtm_campaign=API-OFA,3/19/2025,19:37:59,2.5469,0.662831128,Neutral,0.657212853
SEC dropping Ripple case is ‘final exclamation mark’ that XRP is not a security — John Deaton,Neutral,https://cryptopanic.com/news/20847503/SEC-dropping-Ripple-case-is-final-exclamation-mark-that-XRP-is-not-a-security-John-Deaton?mtm_campaign=API-OFA,3/19/2025,17:08:56,2.5469,0.999276698,Neutral,0.767359555
Can XRP Hit $70? This analyst says its coming soon,Neutral,https://cryptopanic.com/news/20843797/Can-XRP-Hit-70-This-analyst-says-its-coming-soon?mtm_campaign=API-OFA,3/19/2025,0:09:54,2.5469,0.999948025,Bullish,0.55151093
SEC dropping Ripple case is ‘final exclamation mark’ that XRP is not a security — John Deaton,Neutral,https://cryptopanic.com/news/20847503/SEC-dropping-Ripple-case-is-final-exclamation-mark-that-XRP-is-not-a-security-John-Deaton?mtm_campaign=API-OFA,3/19/2025,17:08:56,2.5469,0.999276698,Neutral,0.767359555
XRP Soars 13% After SEC Lawsuit 'Victory': Can XRP Flip Ethereum?,Positive,https://cryptopanic.com/news/20847635/XRP-Soars-13-After-SEC-Lawsuit-Victory-Can-XRP-Flip-Ethereum?mtm_campaign=API-OFA,3/19/2025,17:26:20,2.5469,0.517079949,Neutral,0.751757801
SEC dropping Ripple case is ‘final exclamation mark’ that XRP is not a security — John Deaton,Neutral,https://cryptopanic.com/news/20847503/SEC-dropping-Ripple-case-is-final-exclamation-mark-that-XRP-is-not-a-security-John-Deaton?mtm_campaign=API-OFA,3/19/2025,17:08:56,2.5469,0.999276698,Neutral,0.767359555
XRP Vs. ETH: Bold Prediction Claims ‘Dying’ Ethereum’s Reign Is Ending,Neutral,https://cryptopanic.com/news/20844336/XRP-Vs-ETH-Bold-Prediction-Claims-Dying-Ethereums-Reign-Is-Ending?mtm_campaign=API-OFA,3/19/2025,6:00:54,2.5469,0.999890327,Neutral,0.621765494
"Ripple CEO downplays IPO plans after Ripple-SEC case ends, XRP surges",Negative,https://cryptopanic.com/news/20848156/Ripple-CEO-downplays-IPO-plans-after-Ripple-SEC-case-ends-XRP-surges?mtm_campaign=API-OFA,3/19/2025,19:37:59,2.41,0.662831128,Neutral,0.657212853
SEC dropping Ripple case is ‘final exclamation mark’ that XRP is not a security — John Deaton,Neutral,https://cryptopanic.com/news/20847503/SEC-dropping-Ripple-case-is-final-exclamation-mark-that-XRP-is-not-a-security-John-Deaton?mtm_campaign=API-OFA,3/19/2025,17:08:56,2.41,0.999276698,Neutral,0.767359555
Can XRP Hit $70? This analyst says its coming soon,Neutral,https://cryptopanic.com/news/20843797/Can-XRP-Hit-70-This-analyst-says-its-coming-soon?mtm_campaign=API-OFA,3/19/2025,0:09:54,2.41,0.999948025,Bullish,0.55151093
SEC dropping Ripple case is ‘final exclamation mark’ that XRP is not a security — John Deaton,Neutral,https://cryptopanic.com/news/20847503/SEC-dropping-Ripple-case-is-final-exclamation-mark-that-XRP-is-not-a-security-John-Deaton?mtm_campaign=API-OFA,3/19/2025,17:08:56,2.41,0.999276698,Neutral,0.767359555
XRP Soars 13% After SEC Lawsuit 'Victory': Can XRP Flip Ethereum?,Positive,https://cryptopanic.com/news/20847635/XRP-Soars-13-After-SEC-Lawsuit-Victory-Can-XRP-Flip-Ethereum?mtm_campaign=API-OFA,3/19/2025,17:26:20,2.41,0.517079949,Neutral,0.751757801
SEC dropping Ripple case is ‘final exclamation mark’ that XRP is not a security — John Deaton,Neutral,https://cryptopanic.com/news/20847503/SEC-dropping-Ripple-case-is-final-exclamation-mark-that-XRP-is-not-a-security-John-Deaton?mtm_campaign=API-OFA,3/19/2025,17:08:56,2.41,0.999276698,Neutral,0.767359555
XRP Vs. ETH: Bold Prediction Claims ‘Dying’ Ethereum’s Reign Is Ending,Neutral,https://cryptopanic.com/news/20844336/XRP-Vs-ETH-Bold-Prediction-Claims-Dying-Ethereums-Reign-Is-Ending?mtm_campaign=API-OFA,3/19/2025,6:00:54,2.41,0.999890327,Neutral,0.621765494
Wall Street Legend Predicts Massive XRP Market Boom with this Surprising Milkshake Theory,Positive,https://cryptopanic.com/news/20850872/Wall-Street-Legend-Predicts-Massive-XRP-Market-Boom-with-this-Surprising-Milkshake-Theory?mtm_campaign=API-OFA,3/20/2025,11:00:48,2.4361,0.985875666,Bullish,0.705233693
$10 XRP Price Closer Than Ever As Ripple Emerges Victorious in SEC Lawsuit,Positive,https://cryptopanic.com/news/20853500/10-XRP-Price-Closer-Than-Ever-As-Ripple-Emerges-Victorious-in-SEC-Lawsuit?mtm_campaign=API-OFA,3/20/2025,20:02:34,2.4361,0.579464138,Bullish,0.533998251
Wall Street Legend Predicts Massive XRP Market Boom with this Surprising Milkshake Theory,Positive,https://cryptopanic.com/news/20850872/Wall-Street-Legend-Predicts-Massive-XRP-Market-Boom-with-this-Surprising-Milkshake-Theory?mtm_campaign=API-OFA,3/20/2025,11:00:48,2.4361,0.985875666,Bullish,0.705233693
SEC withdraws appeal in legal dispute against Ripple,Neutral,https://cryptopanic.com/news/20850179/SEC-withdraws-appeal-in-legal-dispute-against-Ripple?mtm_campaign=API-OFA,3/20/2025,8:45:15,2.4361,0.530359149,Neutral,0.936316848
$10 XRP Price Closer Than Ever As Ripple Emerges Victorious in SEC Lawsuit,Positive,https://cryptopanic.com/news/20853500/10-XRP-Price-Closer-Than-Ever-As-Ripple-Emerges-Victorious-in-SEC-Lawsuit?mtm_campaign=API-OFA,3/20/2025,20:02:34,2.4361,0.579464138,Bullish,0.533998251
Wall Street Legend Predicts Massive XRP Market Boom with this Surprising Milkshake Theory,Positive,https://cryptopanic.com/news/20850872/Wall-Street-Legend-Predicts-Massive-XRP-Market-Boom-with-this-Surprising-Milkshake-Theory?mtm_campaign=API-OFA,3/20/2025,11:00:48,2.4361,0.985875666,Bullish,0.705233693
Wall Street Legend Predicts Massive XRP Market Boom with this Surprising Milkshake Theory,Positive,https://cryptopanic.com/news/20850872/Wall-Street-Legend-Predicts-Massive-XRP-Market-Boom-with-this-Surprising-Milkshake-Theory?mtm_campaign=API-OFA,3/20/2025,11:00:48,2.41,0.985875666,Bullish,0.705233693
$10 XRP Price Closer Than Ever As Ripple Emerges Victorious in SEC Lawsuit,Positive,https://cryptopanic.com/news/20853500/10-XRP-Price-Closer-Than-Ever-As-Ripple-Emerges-Victorious-in-SEC-Lawsuit?mtm_campaign=API-OFA,3/20/2025,20:02:34,2.41,0.579464138,Bullish,0.533998251
Wall Street Legend Predicts Massive XRP Market Boom with this Surprising Milkshake Theory,Positive,https://cryptopanic.com/news/20850872/Wall-Street-Legend-Predicts-Massive-XRP-Market-Boom-with-this-Surprising-Milkshake-Theory?mtm_campaign=API-OFA,3/20/2025,11:00:48,2.41,0.985875666,Bullish,0.705233693
SEC withdraws appeal in legal dispute against Ripple,Neutral,https://cryptopanic.com/news/20850179/SEC-withdraws-appeal-in-legal-dispute-against-Ripple?mtm_campaign=API-OFA,3/20/2025,8:45:15,2.41,0.530359149,Neutral,0.936316848
$10 XRP Price Closer Than Ever As Ripple Emerges Victorious in SEC Lawsuit,Positive,https://cryptopanic.com/news/20853500/10-XRP-Price-Closer-Than-Ever-As-Ripple-Emerges-Victorious-in-SEC-Lawsuit?mtm_campaign=API-OFA,3/20/2025,20:02:34,2.41,0.579464138,Bullish,0.533998251
Wall Street Legend Predicts Massive XRP Market Boom with this Surprising Milkshake Theory,Positive,https://cryptopanic.com/news/20850872/Wall-Street-Legend-Predicts-Massive-XRP-Market-Boom-with-this-Surprising-Milkshake-Theory?mtm_campaign=API-OFA,3/20/2025,11:00:48,2.41,0.985875666,Bullish,0.705233693
XRP ETF Approval Date Nears,Neutral,https://cryptopanic.com/news/20862671/XRP-ETF-Approval-Date-Nears?mtm_campaign=API-OFA,3/23/2025,12:30:00,2.4393,0.999636769,Neutral,0.485694468
XRP ETF Approval Date Nears,Neutral,https://cryptopanic.com/news/20862671/XRP-ETF-Approval-Date-Nears?mtm_campaign=API-OFA,3/23/2025,12:30:00,2.4393,0.999636769,Neutral,0.485694468
XRP ETF Approval Date Nears,Neutral,https://cryptopanic.com/news/20862671/XRP-ETF-Approval-Date-Nears?mtm_campaign=API-OFA,3/23/2025,12:30:00,2.4393,0.999636769,Neutral,0.485694468
XRP ETF Approval Date Nears,Neutral,https://cryptopanic.com/news/20862671/XRP-ETF-Approval-Date-Nears?mtm_campaign=API-OFA,3/23/2025,12:30:00,2.41,0.999636769,Neutral,0.485694468
XRP ETF Approval Date Nears,Neutral,https://cryptopanic.com/news/20862671/XRP-ETF-Approval-Date-Nears?mtm_campaign=API-OFA,3/23/2025,12:30:00,2.41,0.999636769,Neutral,0.485694468
XRP ETF Approval Date Nears,Neutral,https://cryptopanic.com/news/20862671/XRP-ETF-Approval-Date-Nears?mtm_campaign=API-OFA,3/23/2025,12:30:00,2.41,0.999636769,Neutral,0.485694468
Ripple Co-Founder Funds Space Station with XRP Profits,Neutral,https://cryptopanic.com/news/20864705/Ripple-Co-Founder-Funds-Space-Station-with-XRP-Profits?mtm_campaign=API-OFA,3/24/2025,7:22:12,2.4501,0.999961019,Bullish,0.640990674
Ripple Co-Founder Funds Space Station with XRP Profits,Neutral,https://cryptopanic.com/news/20864705/Ripple-Co-Founder-Funds-Space-Station-with-XRP-Profits?mtm_campaign=API-OFA,3/24/2025,7:22:12,2.4501,0.999961019,Bullish,0.640990674
Ripple Co-Founder Funds Space Station with XRP Profits,Neutral,https://cryptopanic.com/news/20864705/Ripple-Co-Founder-Funds-Space-Station-with-XRP-Profits?mtm_campaign=API-OFA,3/24/2025,7:22:12,2.41,0.999961019,Bullish,0.640990674
Ripple Co-Founder Funds Space Station with XRP Profits,Neutral,https://cryptopanic.com/news/20864705/Ripple-Co-Founder-Funds-Space-Station-with-XRP-Profits?mtm_campaign=API-OFA,3/24/2025,7:22:12,2.41,0.999961019,Bullish,0.640990674
XRP Price Prediction: Analysts now eye $10 by 2030,Neutral,https://cryptopanic.com/news/20869129/XRP-Price-Prediction-Analysts-now-eye-10-by-2030?mtm_campaign=API-OFA,3/25/2025,0:34:59,2.4492,0.99998343,Neutral,0.534034371
XRP Price Prediction: Analysts now eye $10 by 2030,Neutral,https://cryptopanic.com/news/20869129/XRP-Price-Prediction-Analysts-now-eye-10-by-2030?mtm_campaign=API-OFA,3/25/2025,0:34:59,2.4492,0.99998343,Neutral,0.534034371
XRP Price Prediction: Analysts now eye $10 by 2030,Neutral,https://cryptopanic.com/news/20869129/XRP-Price-Prediction-Analysts-now-eye-10-by-2030?mtm_campaign=API-OFA,3/25/2025,0:34:59,2.41,0.99998343,Neutral,0.534034371
XRP Price Prediction: Analysts now eye $10 by 2030,Neutral,https://cryptopanic.com/news/20869129/XRP-Price-Prediction-Analysts-now-eye-10-by-2030?mtm_campaign=API-OFA,3/25/2025,0:34:59,2.41,0.99998343,Neutral,0.534034371
XRP ETF Incoming? Analyst Says Ripple’s Legal Win Changes Everything,Neutral,https://cryptopanic.com/news/20875440/XRP-ETF-Incoming-Analyst-Says-Ripples-Legal-Win-Changes-Everything?mtm_campaign=API-OFA,3/26/2025,7:53:52,2.3494,0.909048736,Bullish,0.514521837
XRP ETF Incoming? Analyst Says Ripple’s Legal Win Changes Everything,Neutral,https://cryptopanic.com/news/20875440/XRP-ETF-Incoming-Analyst-Says-Ripples-Legal-Win-Changes-Everything?mtm_campaign=API-OFA,3/26/2025,7:53:52,2.3494,0.909048736,Bullish,0.514521837
1.15 Million XRP in 24 Hours: $3 Ready?,Neutral,https://cryptopanic.com/news/20876448/115-Million-XRP-in-24-Hours-3-Ready?mtm_campaign=API-OFA,3/26/2025,11:14:00,2.3494,0.999973059,Bullish,0.537703991
XRP ETF Incoming? Analyst Says Ripple’s Legal Win Changes Everything,Neutral,https://cryptopanic.com/news/20875440/XRP-ETF-Incoming-Analyst-Says-Ripples-Legal-Win-Changes-Everything?mtm_campaign=API-OFA,3/26/2025,7:53:52,2.3494,0.909048736,Bullish,0.514521837
XRP ETF Incoming? Analyst Says Ripple’s Legal Win Changes Everything,Neutral,https://cryptopanic.com/news/20875440/XRP-ETF-Incoming-Analyst-Says-Ripples-Legal-Win-Changes-Everything?mtm_campaign=API-OFA,3/26/2025,7:53:52,2.41,0.909048736,Bullish,0.514521837
1.15 Million XRP in 24 Hours: $3 Ready?,Neutral,https://cryptopanic.com/news/20876448/115-Million-XRP-in-24-Hours-3-Ready?mtm_campaign=API-OFA,3/26/2025,11:14:00,2.41,0.999973059,Bullish,0.537703991
XRP ETF Incoming? Analyst Says Ripple’s Legal Win Changes Everything,Neutral,https://cryptopanic.com/news/20875440/XRP-ETF-Incoming-Analyst-Says-Ripples-Legal-Win-Changes-Everything?mtm_campaign=API-OFA,3/26/2025,7:53:52,2.41,0.909048736,Bullish,0.514521837
XRP ETF Incoming? Analyst Says Ripple’s Legal Win Changes Everything,Neutral,https://cryptopanic.com/news/20875440/XRP-ETF-Incoming-Analyst-Says-Ripples-Legal-Win-Changes-Everything?mtm_campaign=API-OFA,3/26/2025,7:53:52,2.41,0.909048736,Bullish,0.514521837
Altcoins see inflows for first time in 5 weeks as ‘positive but cautious’ investors add $226 million to global crypto funds: CoinShares,Positive,https://cryptopanic.com/news/20898099/Altcoins-see-inflows-for-first-time-in-5-weeks-as-positive-but-cautious-investors-add-226-million-to-global-crypto-funds-CoinShares?mtm_campaign=API-OFA,3/31/2025,10:35:49,2.0899,0.980225623,Neutral,0.764524639
Altcoins see inflows for first time in 5 weeks as ‘positive but cautious’ investors add $226 million to global crypto funds: CoinShares,Positive,https://cryptopanic.com/news/20898099/Altcoins-see-inflows-for-first-time-in-5-weeks-as-positive-but-cautious-investors-add-226-million-to-global-crypto-funds-CoinShares?mtm_campaign=API-OFA,3/31/2025,10:35:49,2.0899,0.980225623,Neutral,0.764524639
Altcoins see inflows for first time in 5 weeks as ‘positive but cautious’ investors add $226 million to global crypto funds: CoinShares,Positive,https://cryptopanic.com/news/20898099/Altcoins-see-inflows-for-first-time-in-5-weeks-as-positive-but-cautious-investors-add-226-million-to-global-crypto-funds-CoinShares?mtm_campaign=API-OFA,3/31/2025,10:35:49,2.41,0.980225623,Neutral,0.764524639
Altcoins see inflows for first time in 5 weeks as ‘positive but cautious’ investors add $226 million to global crypto funds: CoinShares,Positive,https://cryptopanic.com/news/20898099/Altcoins-see-inflows-for-first-time-in-5-weeks-as-positive-but-cautious-investors-add-226-million-to-global-crypto-funds-CoinShares?mtm_campaign=API-OFA,3/31/2025,10:35:49,2.41,0.980225623,Neutral,0.764524639
"XRP Might Drop Below $2, Goldman Sachs Makes Key Fed Prediction, Ripple's RLUSD Flips Major Stablecoins in This Key Metric: Crypto News Digest by U.Today",Neutral,https://cryptopanic.com/news/20905184/XRP-Might-Drop-Below-2-Goldman-Sachs-Makes-Key-Fed-Prediction-Ripples-RLUSD-Flips-Major-Stablecoins-in-This-Key-Metric-Crypto-News-Digest-by-UToday?mtm_campaign=API-OFA,4/1/2025,16:22:00,2.41,0.999413848,Neutral,0.511576891
"XRP Might Drop Below $2, Goldman Sachs Makes Key Fed Prediction, Ripple's RLUSD Flips Major Stablecoins in This Key Metric: Crypto News Digest by U.Today",Neutral,https://cryptopanic.com/news/20905184/XRP-Might-Drop-Below-2-Goldman-Sachs-Makes-Key-Fed-Prediction-Ripples-RLUSD-Flips-Major-Stablecoins-in-This-Key-Metric-Crypto-News-Digest-by-UToday?mtm_campaign=API-OFA,4/1/2025,16:22:00,2.41,0.999413848,Neutral,0.511576891
"Grayscale files S-3 to turn Bitcoin, Ether, XRP, and ADA large cap fund into a spot ETF",Neutral,https://cryptopanic.com/news/20904739/Grayscale-files-S-3-to-turn-Bitcoin-Ether-XRP-and-ADA-large-cap-fund-into-a-spot-ETF?mtm_campaign=API-OFA,4/1/2025,14:56:04,2.41,0.999996424,Neutral,0.801192641
"XRP Might Drop Below $2, Goldman Sachs Makes Key Fed Prediction, Ripple's RLUSD Flips Major Stablecoins in This Key Metric: Crypto News Digest by U.Today",Neutral,https://cryptopanic.com/news/20905184/XRP-Might-Drop-Below-2-Goldman-Sachs-Makes-Key-Fed-Prediction-Ripples-RLUSD-Flips-Major-Stablecoins-in-This-Key-Metric-Crypto-News-Digest-by-UToday?mtm_campaign=API-OFA,4/1/2025,16:22:00,2.41,0.999413848,Neutral,0.511576891
Ripple prepares for what could be an $800 million XRP dump in February,Neutral,https://cryptopanic.com/news/20648232/Ripple-prepares-for-what-could-be-an-800-million-XRP-dump-in-February?mtm_campaign=API-OFA,4/2/2025,15:03:15,2.5274,0.997469664,Bearish,0.938842356
Ripple prepares for what could be an $800 million XRP dump in February,Neutral,https://cryptopanic.com/news/20648232/Ripple-prepares-for-what-could-be-an-800-million-XRP-dump-in-February?mtm_campaign=API-OFA,4/2/2025,15:03:15,2.5274,0.997469664,Bearish,0.938842356
Kraken Announces Support for RLUSD As Stablecoin Integrates Into Ripple’s Payment’s Network,Neutral,https://cryptopanic.com/news/20912158/Kraken-Announces-Support-for-RLUSD-As-Stablecoin-Integrates-Into-Ripples-Payments-Network?mtm_campaign=API-OFA,4/2/2025,18:41:22,2.41,0.99981302,Bearish,0.348044127
Kraken Announces Support for RLUSD As Stablecoin Integrates Into Ripple’s Payment’s Network,Neutral,https://cryptopanic.com/news/20912158/Kraken-Announces-Support-for-RLUSD-As-Stablecoin-Integrates-Into-Ripples-Payments-Network?mtm_campaign=API-OFA,4/2/2025,18:41:22,2.41,0.99981302,Bearish,0.348044127
Kraken Announces Support for RLUSD As Stablecoin Integrates Into Ripple’s Payment’s Network,Neutral,https://cryptopanic.com/news/20912158/Kraken-Announces-Support-for-RLUSD-As-Stablecoin-Integrates-Into-Ripples-Payments-Network?mtm_campaign=API-OFA,4/2/2025,18:41:22,2.41,0.99981302,Bearish,0.348044127
Cardano Rallies 43% In Seven Days: What Is Going On With ADA?,Neutral,https://cryptopanic.com/news/20780686/Cardano-Rallies-43-In-Seven-Days-What-Is-Going-On-With-ADA?mtm_campaign=API-OFA,4/3/2025,20:03:51,2.4543,0.999987364,Neutral,0.545808136
Cardano Rallies 43% In Seven Days: What Is Going On With ADA?,Neutral,https://cryptopanic.com/news/20780686/Cardano-Rallies-43-In-Seven-Days-What-Is-Going-On-With-ADA?mtm_campaign=API-OFA,4/3/2025,20:03:51,2.4543,0.999987364,Neutral,0.545808136
Cardano Rallies 43% In Seven Days: What Is Going On With ADA?,Neutral,https://cryptopanic.com/news/20780686/Cardano-Rallies-43-In-Seven-Days-What-Is-Going-On-With-ADA?mtm_campaign=API-OFA,4/3/2025,20:03:51,2.4543,0.999987364,Neutral,0.545808136
XRP network activity collapses 65%,Negative,https://cryptopanic.com/news/20928911/XRP-network-activity-collapses-65?mtm_campaign=API-OFA,4/4/2025,19:23:00,2.1302,0.999996662,Bearish,0.913029075
XRP network activity collapses 65%,Negative,https://cryptopanic.com/news/20928911/XRP-network-activity-collapses-65?mtm_campaign=API-OFA,4/4/2025,19:23:00,2.1302,0.999996662,Bearish,0.913029075
XRP network activity collapses 65%,Negative,https://cryptopanic.com/news/20928911/XRP-network-activity-collapses-65?mtm_campaign=API-OFA,4/4/2025,19:23:00,2.1302,0.999996662,Bearish,0.913029075
XRP network activity collapses 65%,Negative,https://cryptopanic.com/news/20928911/XRP-network-activity-collapses-65?mtm_campaign=API-OFA,4/4/2025,19:23:00,2.41,0.999996662,Bearish,0.913029075
XRP network activity collapses 65%,Negative,https://cryptopanic.com/news/20928911/XRP-network-activity-collapses-65?mtm_campaign=API-OFA,4/4/2025,19:23:00,2.41,0.999996662,Bearish,0.913029075
XRP network activity collapses 65%,Negative,https://cryptopanic.com/news/20928911/XRP-network-activity-collapses-65?mtm_campaign=API-OFA,4/4/2025,19:23:00,2.41,0.999996662,Bearish,0.913029075
XRP Will Overtake Ethereum By 2028: Standard Chartered,Neutral,https://cryptopanic.com/news/20964396/XRP-Will-Overtake-Ethereum-By-2028-Standard-Chartered?mtm_campaign=API-OFA,4/8/2025,12:26:16,2.41,0.999987841,Bullish,0.524979353
XRP Will Overtake Ethereum By 2028: Standard Chartered,Neutral,https://cryptopanic.com/news/20964396/XRP-Will-Overtake-Ethereum-By-2028-Standard-Chartered?mtm_campaign=API-OFA,4/8/2025,12:26:16,2.41,0.999987841,Bullish,0.524979353
First-ever XRP ETF to launch in US Tuesday; spot ETF still pending,Neutral,https://cryptopanic.com/news/20955819/First-ever-XRP-ETF-to-launch-in-US-Tuesday-spot-ETF-still-pending?mtm_campaign=API-OFA,4/8/2025,3:09:02,2.41,0.997080266,Neutral,0.830414176
XRP Will Overtake Ethereum By 2028: Standard Chartered,Neutral,https://cryptopanic.com/news/20964396/XRP-Will-Overtake-Ethereum-By-2028-Standard-Chartered?mtm_campaign=API-OFA,4/8/2025,12:26:16,2.41,0.999987841,Bullish,0.524979353
"Crypto Market Rises Sharply, but Experts Warn it May Be a ‘Dead Cat Bounce’",Negative,https://cryptopanic.com/news/21019505/Crypto-Market-Rises-Sharply-but-Experts-Warn-it-May-Be-a-Dead-Cat-Bounce?mtm_campaign=API-OFA,4/10/2025,15:12:43,2.41,0.875347078,Neutral,0.839717925
"Crypto Market Rises Sharply, but Experts Warn it May Be a ‘Dead Cat Bounce’",Negative,https://cryptopanic.com/news/21019505/Crypto-Market-Rises-Sharply-but-Experts-Warn-it-May-Be-a-Dead-Cat-Bounce?mtm_campaign=API-OFA,4/10/2025,15:12:43,2.41,0.875347078,Neutral,0.839717925
XRP Price To Hit $45? Here’s What Happens If It Mimics 2017 And 2021 Rallies,Neutral,https://cryptopanic.com/news/21049830/XRP-Price-To-Hit-45-Heres-What-Happens-If-It-Mimics-2017-And-2021-Rallies?mtm_campaign=API-OFA,4/12/2025,18:00:52,2.41,0.995206535,Neutral,0.525323212
Standard Chartered Predicts XRP to Hit $12.50 by 2028,Neutral,https://cryptopanic.com/news/21053588/Standard-Chartered-Predicts-XRP-to-Hit-1250-by-2028?mtm_campaign=API-OFA,4/13/2025,11:03:00,2.1196,0.983022511,Bullish,0.757720172
Standard Chartered Predicts XRP to Hit $12.50 by 2028,Neutral,https://cryptopanic.com/news/21053588/Standard-Chartered-Predicts-XRP-to-Hit-1250-by-2028?mtm_campaign=API-OFA,4/13/2025,11:03:00,2.41,0.983022511,Bullish,0.757720172
Ethereum Dominance Hits 5 Year Low — Analysts Say It’s the Perfect Entry Point,Positive,https://cryptopanic.com/news/21123915/Ethereum-Dominance-Hits-5-Year-Low-Analysts-Say-Its-the-Perfect-Entry-Point?mtm_campaign=API-OFA,4/17/2025,9:35:09,2.0673,0.765721262,Neutral,0.560026526
Ethereum Dominance Hits 5 Year Low — Analysts Say It’s the Perfect Entry Point,Positive,https://cryptopanic.com/news/21123915/Ethereum-Dominance-Hits-5-Year-Low-Analysts-Say-Its-the-Perfect-Entry-Point?mtm_campaign=API-OFA,4/17/2025,9:35:09,2.41,0.765721262,Neutral,0.560026526
Peter Brandt warns of $800 Ethereum drop as XRP overtakes ETH in FDV,Neutral,https://cryptopanic.com/news/21174617/Peter-Brandt-warns-of-800-Ethereum-drop-as-XRP-overtakes-ETH-in-FDV?mtm_campaign=API-OFA,4/19/2025,13:21:37,2.41,0.978988409,Neutral,0.447376579
Peter Brandt warns of $800 Ethereum drop as XRP overtakes ETH in FDV,Neutral,https://cryptopanic.com/news/21174617/Peter-Brandt-warns-of-800-Ethereum-drop-as-XRP-overtakes-ETH-in-FDV?mtm_campaign=API-OFA,4/19/2025,13:21:37,2.41,0.978988409,Neutral,0.447376579
Ripple’s XRP ETF Approval Poised to Catapult XRP Bulls to Never-Before-Seen Levels,Positive,https://cryptopanic.com/news/21249792/Ripples-XRP-ETF-Approval-Poised-to-Catapult-XRP-Bulls-to-Never-Before-Seen-Levels?mtm_campaign=API-OFA,4/22/2025,22:21:59,2.41,0.99999702,Bullish,0.550745606
Solana and XRP Leading in ETF Filings,Positive,https://cryptopanic.com/news/21227578/Solana-and-XRP-Leading-in-ETF-Filings?mtm_campaign=API-OFA,4/22/2025,7:59:09,2.41,0.912564158,Bullish,0.71171397
Solana and XRP Leading in ETF Filings,Positive,https://cryptopanic.com/news/21227578/Solana-and-XRP-Leading-in-ETF-Filings?mtm_campaign=API-OFA,4/22/2025,7:59:09,2.41,0.912564158,Bullish,0.71171397
Ripple’s XRP ETF Approval Poised to Catapult XRP Bulls to Never-Before-Seen Levels,Positive,https://cryptopanic.com/news/21249792/Ripples-XRP-ETF-Approval-Poised-to-Catapult-XRP-Bulls-to-Never-Before-Seen-Levels?mtm_campaign=API-OFA,4/22/2025,22:21:59,2.41,0.99999702,Bullish,0.550745606
CME Group set to debut XRP futures on May 19,Neutral,https://cryptopanic.com/news/21306137/CME-Group-set-to-debut-XRP-futures-on-May-19?mtm_campaign=API-OFA,4/24/2025,13:47:32,2.41,0.999998927,Neutral,0.852694511
CME Group set to debut XRP futures on May 19,Neutral,https://cryptopanic.com/news/21306137/CME-Group-set-to-debut-XRP-futures-on-May-19?mtm_campaign=API-OFA,4/24/2025,13:47:32,2.41,0.999998927,Neutral,0.852694511
